SCHOOL_YEAR,ST,LEA_NAME,ST_LEAID,LEAID,LSTREET1,LSTREET2,LSTREET3,LCITY,LZIP,WEBSITE,G_PK_OFFERED,GSLO,GSHI,GeoId,Geography,Edu_Less_9th,Edu_9th_12th_No_Diploma,Edu_HS_Grad,Edu_Some_College,Edu_Assoc_Degree,Edu_Bach_Degree,Edu_Grad_Prof_Degree,Edu_HS_or_Higher,Edu_Bach_or_Higher,Emp_Labor_Force,Emp_Fem_Labor_Force,Emp_Unemp_Rate,Enroll_Nursery,Enroll_Kindergarten,Enroll_Elem,Enroll_HS,Enroll_College,HH_Married_Children,HH_Avg_Size,Fam_Avg_Size,Housing_Units,Occ_Mgmt_Bus_Sci_Arts,Occ_Service,Occ_Sales_Office,Occ_Nat_Res_Const_Maint,Occ_Prod_Trans_Mat_Mov,Race_White,Race_Black,Race_Amer_Indian_Alaska,Race_Asian,Race_Hawaiian_Pacific,Race_Other,Pop_Under_18,HH_Med_Income,HH_Mean_Income,Fam_Med_Income,Fam_Mean_Income,Fam_Income_150k_199k,Fam_Income_200k_plus,HH_Income_150k_199k,HH_Income_200k_plus,km_euclid,km_maha,km_pc_scaled,km_pc_unscaled,hc_euclid_ward,hc_euclid_mcquitty,hc_pc_dist_scaled_ward,hc_pc_dist_scaled_mcquitty,hc_pc_dist_unscaled_ward,hc_pc_dist_unscaled_mcquitty,euclid_score,mah_score,PC1,PC2,district_name,per_pupil_cost,per_pupil_class_instruction,per_pupil_admin_cost,DistrictName,SchoolYear,mSGP_ELA,mSGP_Math,mSGP_ELA Grade 4,mSGP_ELA Grade 5,mSGP_ELA Grade 6,mSGP_ELA Grade 7,mSGP_ELA Grade 8,mSGP_Math Grade 4,mSGP_Math Grade 5,mSGP_Math Grade 6,mSGP_Math Grade 7,ELA_ME_District,ELA_ME_District_dis,ELA_ME_District_notdis,ELA_ME_Grade 03,ELA_ME_Grade 04,ELA_ME_Grade 05,ELA_ME_Grade 06,ELA_ME_Grade 07,ELA_ME_Grade 08,ELA_ME_Grade 09,ELA_pct_level5,MATH_ME_District,MATH_ME_District_dis,MATH_ME_District_notdis,MATH_ME_Algebra I,MATH_ME_Grade 03,MATH_ME_Grade 04,MATH_ME_Grade 05,MATH_ME_Grade 06,MATH_ME_Grade 07,MATH_ME_Grade 08,MATH_ME_Algebra II,MATH_ME_Geometry,MATH_pct_level5,MATH_pct_level5_nogr8,Student_Teacher_District,Student_Admin_District,TeacherCount_School,TeacherAvgYearsExp_School,TeacherAvgYearsExpInDistrict_School,PercentageTeacherInDistrict4YearsOrMore_School,PercentageOfOutOfFieldTeachers,PercentageTeachersWithProvisionalCredentials_School,Chronic_Abs_Count,Chronic_Abs_Pct,Students with Disabilities,Economically Disadvantaged Students,GradePK,GradeKG,Grade01,Grade02,Grade03,Grade04,Grade05,Grade06,Grade07,Grade08,Grade09,Grade10,Grade11,Grade12,TotalEnrollment,OfficialTotalEnrollment,student_teacher_ratio,student_admin_ratio,dist_colors
2023-2024,NJ,Runnemede Public School District,NJ-074590,3414430,24 N. Black Horse Pike - 2nd Floor,NA,NA,Runnemede,08078,http://www.runnemedeschools.org,Yes,PK,08,9500000US3414430,"Runnemede Borough School District, NJ",2.2,3.8,38.8,23.9,7.3,18.1,5.9,94,24,68.4,67,7.7,5.5,7,34.3,18.9,34.2,16,2.62,3.28,3448,36.5,15.8,25.5,9,13.2,86.2,8.7,0.7,3.2,0.2,6.9,22.2,85700,94620,104219,106005,7.7,7.1,8.1,5.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,393,210,3.554685557425851,0.7927089940102889,Runnemede Boro,20378,11143,2159,Runnemede Public School District,2023-24,53,44,38,32.5,57.5,75,54,41,32.5,52,48,48.4,13.5,56.8,NA,NA,NA,NA,NA,NA,NA,0.0951162790697674,28.9,12.4,32.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0179324894514768,0.0192307692307692,11:1,144:1,80,10.6,10.4,77.5,0,6.3,122,16.4,19.0,32.7,114,94,79,77,91,69,73,78,96,90,0,0,0,0,862,830,11,144,Other
2023-2024,NJ,Sandyston-Walpack Consolidated School District,NJ-374650,3414610,100 Route 560,NA,NA,Layton,07851,http://www.sandystonwalpack.org,No,KG,06,9500000US3414610,"Sandyston-Walpack Township School District, NJ",1.1,2.5,30.5,18.3,9.8,30.5,7.3,96.4,37.8,64.9,55.8,4.7,0,1.6,55,30.5,12.8,24.5,2.46,2.98,912,42.5,15.3,20.5,12.2,9.5,100,0,0.5,1,0.6,3.6,22.1,101887,133914,120000,159343,24.1,11.5,18.7,8.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,349,245,0.43848122411276125,2.1049495783006864,Sandyston-Walpack Twp,24869,12877,2624,Sandyston-Walpack Consolidated School District,2023-24,52,60.5,46,68,43.5,NA,NA,25,74,74.5,NA,60,30.8,67.3,NA,NA,NA,NA,NA,NA,NA,0.0307692307692308,47.7,23.1,53.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0467692307692308,0.0467692307692308,9:1,63:1,14,14.4,13.0,71.4,0,7.1,18,14.8,18.4,12.8,0,16,14,28,16,21,13,15,0,0,0,0,0,0,123,128,9,63,Other
2023-2024,NJ,Sea Girt Borough School District,NJ-254690,3414730,451 Bell Place,NA,NA,Sea Girt,08750,http://www.seagirt.k12.nj.us,Yes,PK,08,9700000US3414730,"Sea Girt Borough School District, NJ",0.1,0.2,7.1,6,7.4,44,35.2,99.7,79.2,50,45,4.5,11.4,4.3,38,14.3,32,18.2,2.48,2.86,1195,49.6,12.1,21.5,1.7,15.1,99.9,0,0.1,0,0,1.3,16,218438,342876,275000,384261,11.7,58.3,14.2,51.3,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,84,446,-6.757414577926485,1.2627123923473391,Sea Girt Boro,30856,17659,2379,Sea Girt Borough School District,2023-24,53,65,54,33,55,NA,58,38.5,58.5,74,NA,95.6,72.7,98.8,NA,NA,NA,NA,NA,NA,NA,NA,84.6,54.5,88.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.286091954022989,0.297272727272727,5:1,71:1,26,15.0,10.7,87.5,7.7,0,8,6.3,9.9,0.0,14,18,7,9,14,18,14,17,15,15,0,0,0,0,141,138,5,71,Other
2023-2024,NJ,Seaside Heights School District,NJ-294710,3414790,1200 BAY BLVD,NA,NA,SEASIDE HEIGHTS,08751,http://www.sshschool.org/,Yes,PK,06,9500000US3414790,"Seaside Heights Borough School District, NJ",1,18.7,33.9,10.6,2.3,22,11.6,80.4,33.6,46.3,47.2,5.7,20.1,0,30.4,18.6,30.9,5.9,1.93,2.73,2776,34.2,33.8,14.2,3.8,13.9,90.5,0,0,1.4,0,8.5,16.9,51364,72780,NA,92890,2,22.7,0.9,10.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,516,NA,NA,NA,Seaside Heights Boro,29845,17072,2423,Seaside Heights School District,2023-24,56.5,68,35,59.5,60,NA,NA,45.5,80,54.5,NA,33.3,NA,52.3,NA,NA,NA,NA,NA,NA,NA,0.0362962962962963,32.1,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0476543209876543,0.0476543209876543,7:1,35:1,24,14.0,14.0,79.2,4.2,8.3,54,39.1,42.5,74.7,34,20,21,14,18,25,21,21,0,0,0,0,0,0,174,177,7,35,Other
2023-2024,NJ,Shamong Township School District,NJ-054740,3414880,295 Indian Mills Road,NA,NA,Shamong,08088,http://www.shamongschools.org,Yes,PK,08,9500000US3414880,"Shamong Township School District, NJ",0.8,4.1,28.9,13.3,11.2,30,11.7,95.1,41.6,63.9,60.9,3.6,4,6.7,56.1,17.8,15.5,26.8,2.89,3.24,2231,45.4,13.1,26,6.7,8.8,94.8,3,0.9,0.7,3.6,1.7,22.8,118930,152239,125682,166964,15.2,23.4,14.8,19.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,504,544,-0.14245177589237856,0.25441457203580825,Shamong Twp,20726,11658,2434,Shamong Township School District,2023-24,59.5,68,49.5,58,53,64,62,65,65,76,63,63.2,34.3,71.4,NA,NA,NA,NA,NA,NA,NA,0.191594827586207,53,24.5,61.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0935064935064935,0.106631299734748,11:1,112:1,62,12.3,10.6,75.8,1.6,8.1,45,6.8,20.9,7.7,9,54,68,65,86,75,71,70,81,87,0,0,0,0,666,663,11,112,Other
2023-2024,NJ,Shrewsbury Borough School District,NJ-254770,3414970,20 Obre Place,NA,NA,Shrewsbury,07702,http://www.sbs.k12.nj.us/sbs,Yes,PK,08,9500000US3414970,"Shrewsbury Borough School District, NJ",0.4,2.4,15.5,10.5,5.7,37.2,28.2,97.2,65.5,58.7,49.8,4,9.3,2.8,38.2,30.9,18.8,30.5,2.87,3.28,1399,64.6,13.4,16.9,2.3,2.9,93.2,2.3,1,6.1,0,2.1,28.5,158065,202192,182222,234311,12,48.3,10.4,40.1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,37,137,-4.682343481706156,-1.1035658749165613,Shrewsbury Boro,21627,12999,2388,Shrewsbury Borough School District,2023-24,47,58,49.5,61,46,46,28,33,71,76,49,73.5,37.5,85.4,NA,NA,NA,NA,NA,NA,NA,0.260726643598616,73.2,34.7,85.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.262179930795848,0.267322175732218,9:1,115:1,51,10.6,10.6,76.5,2,9.8,22,5,21.1,0.9,23,43,44,61,48,65,45,48,33,50,0,0,0,0,460,453,9,115,Shrewsbury Boro
2023-2024,NJ,Somerdale School District,NJ-074790,3415000,301 Grace Street,NA,NA,Somerdale,08083,http://www.somerdale-park.org,Yes,PK,08,9500000US3415000,"Somerdale Borough School District, NJ",1.2,5,32.3,32.4,4.2,14.6,10.3,93.8,24.9,69.1,67.3,8.5,11.9,0,48.9,20.2,19,15,2.43,3.13,2320,32.9,17.9,26.6,9.5,13.1,64.1,32.1,0.3,5.1,1.6,3.2,21.9,83778,99497,98667,115749,9,13.2,7.6,9.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,472,435,3.902134406477528,-0.06473823516265406,Somerdale Boro,19038,11759,2412,Somerdale School District,2023-24,47,40.5,39,35.5,35.5,52,61.5,39,22,58,48,34.5,NA,41.3,NA,NA,NA,NA,NA,NA,NA,0.0564912280701754,28.2,NA,33.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0225263157894737,0.0287892376681614,10:1,115:1,45,14.9,13.5,86.7,0,4.4,19,4.4,19.8,40.0,30,55,56,33,52,30,50,38,56,60,0,0,0,0,460,444,10,115,Other
2023-2024,NJ,Somers Point School District,NJ-014800,3415030,121 W. New York Avenue,NA,NA,Somers Point,08244,http://www.sptsd.org,Yes,PK,08,9500000US3415030,"Somers Point City School District, NJ",3.3,8,32.7,19.7,8.8,15.8,11.8,88.7,27.6,67.5,61.8,9.2,13.1,2,40.5,18.1,26.3,14.3,2.25,3,5700,36,28.3,22,4.2,9.5,83.4,10.7,0.3,4.2,0,9.4,20,68262,89025,86642,104086,10.1,7.9,7.5,6.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,418,180,4.081059584194282,0.6697645765505738,Somers Point City,21459,12076,2013,Somers Point School District,2023-24,45,52,59.5,31,42,26.5,78,41.5,28,69.5,60,26.8,NA,30.4,NA,NA,NA,NA,NA,NA,NA,0.0522843822843823,23,12.3,25.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0156944444444444,0.0194269340974212,9:1,123:1,80,12.9,12.7,72.5,1.3,5,64,10.4,15.6,59.3,104,63,66,61,64,68,65,93,67,84,0,0,0,0,735,754,9,123,Other
2023-2024,NJ,South Bound Brook Public School District,NJ-354850,3415180,122 Elizabeth Street,NA,NA,South Bound Brook,08880,http://www.southboundbrookk8.org,Yes,PK,08,9700000US3415180,"South Bound Brook Borough School District, NJ",5.4,3.1,28.7,23.5,12.2,19.7,7.5,91.5,27.2,76.1,69.2,7.3,2.4,3.2,51.2,24.4,18.8,17.3,2.47,3.09,1990,31.7,10.5,26.6,11.9,19.3,66.2,16.3,1.3,5.2,0,28.3,20.2,92625,99347,106122,110699,15.8,5.2,15.7,4,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,468,475,3.816408325273874,-0.05783920654569641,South Bound Brook,20601,11948,2317,South Bound Brook Public School District,2023-24,50,65.5,59,34,56,57,43,85.5,59,44,78,51.1,20,56.8,NA,NA,NA,NA,NA,NA,NA,0.0806949806949807,45.5,15,50.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0570769230769231,0.0656637168141593,11:1,148:1,39,9.1,8.8,64.1,0,0,63,15.6,16.9,54.8,25,45,47,47,43,50,48,52,42,42,0,0,0,0,445,434,11,148,Other
2023-2024,NJ,South Hackensack School District,NJ-034870,3415240,1 Dyer Avenue,Memorial School,NA,South Hackensack,07606,http://www.shmemorial.org,Yes,PK,08,9700000US3415240,"South Hackensack Township School District, NJ",5.8,7.1,37,14.9,6.8,21.5,6.8,87,28.4,68.2,62.7,3.6,2,4.6,45,24.5,23.9,16.1,3.07,3.27,975,31.1,21.1,24,10.4,13.4,73.9,6.7,0,4.2,0.8,33.5,20.9,87813,119333,90294,123333,8,14.8,9.5,12.7,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,399,440,3.5990032912943426,-1.7619067776712962,South Hackensack Twp,24583,13909,2193,South Hackensack School District,2023-24,59,38,29.5,67.5,92,52,59,31,58.5,54,29,74.4,19.2,85.1,NA,NA,NA,NA,NA,NA,NA,0.336624203821656,42.2,15.4,47.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0311180124223602,0.0404032258064516,9:1,40:1,27,15.5,13.4,84.6,3.7,0,18,7.9,15.3,40.5,13,30,19,26,26,27,17,22,26,36,0,0,0,0,242,249,9,40,Other
2023-2024,NJ,South Harrison Township School District,NJ-154880,3415270,904 Mullica Hill Road,NA,NA,Harrisonville,08039,http://www.southharrison.k12.nj.us,Yes,PK,06,9500000US3415270,"South Harrison Township School District, NJ",3.2,3.3,24.3,14,7.4,30.6,17.2,93.5,47.8,57.1,52.7,4.2,7.7,1.8,44,35.4,11.1,31.5,2.99,3.22,1152,49.8,10.9,24.4,9.8,5.1,97.3,2.1,0.1,2.3,0,2.7,25.3,126667,164903,145789,177190,19,26.9,16.3,24.8,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,126,47,-1.7696850297157836,0.08505137375803941,South Harrison Twp,15647,8248,2167,South Harrison Township School District,2023-24,38,48.5,36.5,38.5,39.5,NA,NA,65,30.5,58,NA,47.3,23.7,54.3,NA,NA,NA,NA,NA,NA,NA,0.0737195121951219,46.1,13.2,55.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0983536585365854,0.0983536585365854,11:1,117:1,32,9.1,9.1,62.5,9.4,6.3,7,2.4,22.3,13.1,56,39,44,41,42,36,54,38,0,0,0,0,0,0,350,348,11,117,Other
2023-2024,NJ,Southampton Township School District,NJ-054930,3415420,Betty L. Wright Administration Building,177 Main Street,NA,Southampton,08088,http://www.southampton.k12.nj.us,Yes,PK,08,9500000US3415420,"Southampton Township School District, NJ",1.4,5.5,33.8,20.9,6.2,21.7,10.5,93.1,32.1,53.2,47.1,6.5,4.5,9.1,36.5,20.9,29,15.3,2.32,2.89,4743,39.5,15,21.1,12,12.3,95,2.3,0.9,1,0,4.7,15.2,82786,114456,113964,140008,17.8,21.7,13.3,15.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,390,223,2.0721923135415636,2.7323418413937635,Southampton Twp,19574,11096,2296,Southampton Township School District,2023-24,52,61,59,65.5,54,33.5,50,66,53,71.5,56,47.5,20.5,57.3,NA,NA,NA,NA,NA,NA,NA,0.0828978622327791,43.8,16.8,53.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0459953161592506,0.0415056818181818,10:1,86:1,70,12.6,10.2,71.4,2.9,2.8,60,9,25.6,17.4,13,71,72,79,64,66,82,85,76,80,0,0,0,0,688,683,10,86,Other
2023-2024,NJ,Spring Lake Borough,NJ-254980,3415570,411 Tuttle Avenue,NA,NA,Spring Lake,07762,http://www.hwmountz.k12.nj.us,Yes,PK,08,9700000US3415570,"Spring Lake Borough School District, NJ",0.5,0,6.9,5.5,2.6,39.7,44.8,99.5,84.5,43,38.8,2.6,5.4,0,45.4,34.1,15.2,14,2.19,2.61,2007,77.7,4.4,12.3,2.6,3,95.1,1.8,0,4,0,2.9,12.4,157250,246096,219286,282969,9.5,51.5,7.6,43.1,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,171,474,-6.758939528349864,1.596491360062738,Spring Lake Boro,40680,20987,2797,Spring Lake Borough,2023-24,53,74,64.5,36,68,70,41.5,52.5,60.5,88,55.5,92,80,94.4,NA,NA,NA,NA,NA,NA,NA,0.472183908045977,87.4,66.7,91.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.359402985074627,0.359402985074627,6:1,48:1,24,17.0,13.0,79.2,12.5,0,11,8.6,15.4,4.2,15,17,12,13,11,13,14,15,14,19,0,0,0,0,143,141,6,48,Other
2023-2024,NJ,Spring Lake Heights School District,NJ-254990,3415600,1110 Highway 71,NA,NA,Spring Lake Heights,07762,http://www.slheights.org,Yes,PK,08,9700000US3415600,"Spring Lake Heights Borough School District, NJ",2.1,0.8,15.7,15.5,8.3,37,20.6,97.2,57.6,68,67.5,6.3,2.7,8.3,51.8,14.5,22.8,9.9,2.01,3.03,2661,43.3,18.9,29.3,2.4,6.1,98.2,0,0,2.6,0,4.9,15.7,104143,134590,154625,199083,12.9,39,12.5,18.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,213,506,-1.0740970109444503,2.311588474428033,Spring Lake Heights Boro,22259,12744,2645,Spring Lake Heights School District,2023-24,57,50,44,57,80,66,42,46,47,65.5,75,73.3,26.5,83.2,NA,NA,NA,NA,NA,NA,NA,0.200666666666667,63.6,32.4,70.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0422043010752688,0.050974025974026,7:1,101:1,41,13.5,9.4,65.9,0,9.8,15,5.3,18.5,6.6,22,34,22,25,36,32,38,29,30,35,0,0,0,0,303,262,7,101,Other
2023-2024,NJ,Springfield Township School District,NJ-055010,3415660,2146 Jacksonville-Jobstown Rd,NA,NA,Jobstown,08041,http://www.springfieldschool.org,Yes,PK,06,9500000US3415660,"Springfield Township School District, NJ",0.7,3.4,24,16.3,14.3,24.4,16.9,95.9,41.3,71,61,2.6,7.7,3.2,52.7,15.8,20.6,25.5,2.67,3.01,1284,50.5,15.4,15.6,12.8,5.8,95.8,1.4,0.3,2.5,0,3.8,19.5,138269,166957,139904,176107,16.8,31.2,19.4,27.1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,233,447,-0.9660466045641524,1.4456204045169163,Springfield Twp,15511,9009,1274,Springfield Township School District,2023-24,55.5,61.5,52,55,57,NA,NA,66,61.5,57,NA,53.7,30.8,61.8,NA,NA,NA,NA,NA,NA,NA,0.125540540540541,59.1,41,65.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.132,0.132,12:1,73:1,25,10.0,9.6,44,8,16,24,8.9,23.4,9.6,22,33,38,47,36,39,38,38,0,0,0,0,0,0,291,288,12,73,Other
2023-2024,NJ,Stafford Township School District,NJ-295020,3415690,250 North Main Street,NA,NA,Manahawkin,08050,http://www.staffordschools.org,Yes,PK,06,9500000US3415690,"Stafford Township School District, NJ",2.1,3.4,31.9,18.8,7,24.3,12.5,94.6,36.8,65.9,64,5,4.5,6.7,34.3,24.5,30,17.7,2.49,2.98,14707,42.7,15.8,24.3,9.1,8.2,96.7,0.9,0.3,1.4,0.2,5.1,17.5,102500,123125,118218,135588,19.6,16.1,14.7,15.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,296,125,0.99314197419887,2.2948345647987094,Stafford Twp,17572,10348,1782,Stafford Township School District,2023-24,48,49,46,53,44,NA,NA,49,57,45,NA,55.9,25,64.7,NA,NA,NA,NA,NA,NA,NA,0.0907534807534808,49,22,56.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0814622258326564,0.0814622258326564,14:1,205:1,196,11.3,11.3,69.4,0,14.8,379,17.3,19.6,24.0,437,327,303,314,291,326,327,304,0,0,0,0,0,0,2629,2586,14,205,Other
2023-2024,NJ,Stanhope School District,NJ-375030,3415720,24 Valley Road,NA,NA,Stanhope,07874,http://www.stanhopeschools.org,Yes,PK,08,9500000US3415720,"Stanhope Borough School District, NJ",2.6,3.5,28.2,13.9,11.1,31.1,9.5,93.9,40.7,79.3,78.4,3.2,4.9,4.9,40,26.7,23.6,22.4,2.78,3.15,1266,42.1,21.6,23.8,8.4,4.1,96.1,3.2,0,3.1,0,7.4,25,125938,127157,130329,136650,22.4,13.7,18.6,13.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,265,294,0.13164847630372317,1.0075893257984907,Stanhope Boro,21501,11427,2507,Stanhope School District,2023-24,55.5,68,91,47,58,38,33.5,85,77,56,28,60.1,27.6,73.6,NA,NA,NA,NA,NA,NA,NA,0.219695431472081,46.5,25.9,54.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0788947368421053,0.0861494252873563,10:1,107:1,33,12.3,10.6,72.7,0,3,22,7.4,27.2,18.8,15,29,35,34,34,38,42,28,38,27,0,0,0,0,320,317,10,107,Other
2023-2024,NJ,Stillwater Township School District,NJ-375040,3415750,904 Stillwater Road,NA,NA,Stillwater,07875,http://www.stillwaterschool.net,Yes,PK,06,9500000US3415750,"Stillwater Township School District, NJ",0.9,3.2,36,22.2,9.5,17.2,11.1,95.9,28.2,65.7,62.8,8.9,12.8,4.6,30.1,18,34.5,10.7,2.53,2.79,1904,38,11.3,18.1,20.3,12.4,98.6,0,0.4,0,0,3.5,14.3,116582,122773,123988,126268,24.2,17.6,23,16.4,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,479,514,1.891654970796322,3.9018355331348165,Stillwater Twp,23292,13862,2737,Stillwater Township School District,2023-24,49,71,54,55,39,NA,NA,71,72,67,NA,56.7,20,70.7,NA,NA,NA,NA,NA,NA,NA,0.10531746031746,56.7,22.9,69.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0734920634920635,0.0734920634920635,9:1,75:1,35,14.6,10.1,62.9,0,2.9,23,9.9,25.1,11.7,55,31,40,36,29,40,25,36,0,0,0,0,0,0,292,287,9,75,Other
2023-2024,NJ,Stow Creek Township School District,NJ-115070,3415840,11 GUM TREE CORNER ROAD,NA,NA,BRIDGETON,08302,http://www.greenwichstowcreekpartnershipschools.org,Yes,PK,08,9500000US3415840,"Stow Creek Township School District, NJ",1.7,7.4,37.8,13.9,9.3,18.1,12,90.9,30.1,62,58.6,4.8,4.1,5.5,61.6,24.2,4.6,23.3,2.71,3.22,540,47.2,11.9,13.8,13.5,13.5,86.9,6.2,1.4,0,0,8.5,23.8,99821,153967,138375,146488,19.8,23,15.9,18.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,334,454,1.1935393067509825,-0.7279002930954309,Stow Creek Twp,16627,11161,1481,Stow Creek Township School District,2023-24,59,64,59.5,NA,82,55,56,67,NA,85,39,73,10,82.8,NA,NA,NA,NA,NA,NA,NA,NA,45.2,10,50.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12225,0.12225,11:1,67:1,12,12.8,9.9,75,8.3,0,13,11.4,11.2,32.8,21,16,10,14,9,16,8,14,11,15,0,0,0,0,134,136,11,67,Other
2023-2024,NJ,Stratford School District,NJ-075080,3415870,111 Warwick Road,NA,NA,Stratford,08084,http://www.stratford.k12.nj.us,Yes,PK,08,9500000US3415870,"Stratford Borough School District, NJ",3.7,4.1,33,14,8,26.5,10.6,92.2,37.1,68.1,62.3,5.2,3.3,5.9,45.1,18.8,27,17.6,2.63,3.13,2644,39.3,15.4,25.6,8.8,10.8,81.7,7.7,0.9,2.9,0,13.1,21.5,89200,116325,115170,139898,15.2,13.7,12.2,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,276,76,1.8128666656577423,0.34924259483480297,Stratford Boro,19858,11915,1775,Stratford School District,2023-24,39,40,36,37,57,39.5,30.5,50,48,19,38,50.2,21.3,60.5,NA,NA,NA,NA,NA,NA,NA,0.117579831932773,32.4,17.4,37.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0347666666666667,0.039718875502008,10:1,126:1,84,12.2,11.8,70.2,10.7,15.5,65,7.7,28.9,35.6,41,72,76,86,90,98,95,94,125,103,0,0,0,0,880,887,10,126,Other
2023-2024,NJ,Sussex-Wantage Regional School District,NJ-375100,3415960,27 Bank Street,NA,NA,Sussex,07461,http://www.swregional.org,Yes,PK,08,9500000US3415960,"Sussex-Wantage Regional School District, NJ",1.1,6,33.2,22.5,7.4,20.2,9.7,93,29.9,67.1,66.2,5.4,6.4,3.6,42,22.4,25.5,16.8,2.58,3.13,5247,33.4,16.6,22.8,12.4,14.8,96.6,2,0.9,1.7,0,5.7,19.3,93718,115867,111464,133141,13.9,17.7,10.7,13.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,332,92,2.5191771040687967,1.2368276821649935,Sussex-Wantage Regional,22033,13294,2289,Sussex-Wantage Regional School District,2023-24,48,44,41,35,62,58,48,38.5,43,49,56,36.4,NA,45.2,NA,NA,NA,NA,NA,NA,NA,0.079249617151608,31.2,11.3,37.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0364373088685015,0.0421139705882353,11:1,166:1,109,12.2,12.0,71.6,1.8,5.5,199,19.7,25.7,25.2,147,106,118,118,137,119,101,111,93,112,0,0,0,0,1162,1075,11,166,Other
2023-2024,NJ,Swedesboro-Woolwich School District,NJ-155120,3415990,15 FREDRICK BLVD,NA,NA,WOOLWICH TWP,08085,http://WWW.SWEDESBORO-WOOLWICH.COM,Yes,PK,06,9500000US3415990,"Swedesboro-Woolwich School District, NJ",4.9,2.3,20.6,14.3,10.3,27.7,19.9,92.8,47.6,71.7,64,2.4,3.6,5.7,44.5,27.8,18.4,33.3,3.1,3.39,5198,52.1,12.6,19.6,5.9,9.9,77.5,16.1,0.5,4.9,0,3.8,28.7,136561,163079,151818,175301,18.4,32.6,17.3,29.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,137,221,-1.726267746532283,-1.7404014962608183,Swedesboro-Woolwich,17364,10560,2189,Swedesboro-Woolwich School District,2023-24,52.5,53,40,49,68,NA,NA,40.5,55,65,NA,63.2,32.3,73.7,NA,NA,NA,NA,NA,NA,NA,0.157243303571429,61.7,33.3,71.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.160703910614525,0.160703910614525,10:1,158:1,155,10.4,10.4,69.7,3.2,2.6,112,7.3,25.0,21.5,44,197,215,209,242,219,221,234,0,0,0,0,0,0,1581,1561,10,158,Other
