DistrictName,ST_LEAID,SchoolYear,mSGP_ELA,mSGP_Math,mSGP_ELA Grade 4,mSGP_ELA Grade 5,mSGP_ELA Grade 6,mSGP_ELA Grade 7,mSGP_ELA Grade 8,mSGP_Math Grade 4,mSGP_Math Grade 5,mSGP_Math Grade 6,mSGP_Math Grade 7,ELA_ME_District,ELA_ME_District_dis,ELA_ME_District_notdis,ELA_ME_Grade 03,ELA_ME_Grade 04,ELA_ME_Grade 05,ELA_ME_Grade 06,ELA_ME_Grade 07,ELA_ME_Grade 08,ELA_ME_Grade 09,ELA_pct_level5,MATH_ME_District,MATH_ME_District_dis,MATH_ME_District_notdis,MATH_ME_Algebra I,MATH_ME_Grade 03,MATH_ME_Grade 04,MATH_ME_Grade 05,MATH_ME_Grade 06,MATH_ME_Grade 07,MATH_ME_Grade 08,MATH_ME_Algebra II,MATH_ME_Geometry,MATH_pct_level5,MATH_pct_level5_nogr8,Student_Teacher_District,Student_Admin_District,TeacherCount_School,TeacherAvgYearsExp_School,TeacherAvgYearsExpInDistrict_School,PercentageTeacherInDistrict4YearsOrMore_School,PercentageOfOutOfFieldTeachers,PercentageTeachersWithProvisionalCredentials_School,Chronic_Abs_Count,Chronic_Abs_Pct,Students with Disabilities,Economically Disadvantaged Students,GradePK,GradeKG,Grade01,Grade02,Grade03,Grade04,Grade05,Grade06,Grade07,Grade08,Grade09,Grade10,Grade11,Grade12,TotalEnrollment
Irvington Public School District,NJ-132330,2023-24,47.0,48.0,45,47,44,50,52,45.5,48,43.5,54,24.6,<10%,27.1,NA,NA,NA,NA,NA,NA,NA,0.036862099910260245,11.4,<10%,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007571627260083449,0.010326386158081007,14:1,160:1,553,8.7,5.0,39.1,8.3,22.6,1420,21.5,9.2,64.0,1313,641,564,560,548,520,521,471,470,498,576,467,435,398,7982
Livingston Board of Education School District,NJ-132730,2023-24,58.0,58.5,62.5,55,60,50.5,67,62,55,66,48,84.2,41.6,92.1,NA,NA,NA,NA,NA,NA,NA,0.46752039627039627,75.3,30.5,83.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2752258251302837,0.30644891122278056,12:1,171:1,542,10.8,10.1,68.6,2.2,14.6,272,4.2,15.7,2.3,64,452,401,505,467,483,527,490,494,513,505,530,534,511,6476
Millburn Township School District,NJ-133190,2023-24,55.0,58.0,69,50,48,54,48,69,49,60,53,84.9,43.3,91.7,NA,NA,NA,NA,NA,NA,NA,0.386147001934236,82.4,43.2,88.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34758846153846157,0.39905770248808897,11:1,134:1,433,12.6,11.7,75.5,0.7,12.2,343,7.4,13.2,1.8,55,283,302,388,394,367,413,375,360,384,364,353,357,308,4703
Montclair Public School District,NJ-133310,2023-24,52.0,54.0,47,55,42.5,58,60,54.5,56,50,53,69.4,27.5,80.2,NA,NA,NA,NA,NA,NA,NA,0.2420149983697424,55.3,23.4,63.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12078964401294498,0.15491901897269783,11:1,172:1,548,15.3,12.0,68.1,0.9,5.1,552,9.1,19.6,14.3,182,411,454,438,440,488,447,449,424,459,467,481,510,507,6157
Newark Public School District,NJ-133570,2023-24,55.0,51.0,45,51,60,58,59,43,53,54,55,31.8,12.8,36.1,NA,NA,NA,NA,NA,NA,NA,0.07375077147506032,19.0,<10%,20.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.015634612397079386,0.015951692968807885,15:1,90:1,2965,9.3,9.1,60.4,3.4,5.6,4252,11.5,15.9,71.3,6710,2934,2831,2865,2760,2751,2813,2900,2828,2952,3054,2996,2829,2587,43810
North Caldwell School District,NJ-133630,2023-24,71.0,53.0,65,71,75.5,NA,NA,40,57,63,NA,86.4,59.5,93.6,NA,NA,NA,NA,NA,NA,NA,0.4471774193548387,72.8,49.4,79.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16223118279569892,0.16223118279569892,10:1,137:1,71,13.2,11.8,81.4,0,7.0,40,6.1,17.1,0.0,40,82,93,102,84,96,104,83,0,0,0,0,0,0,684
Nutley Public School District,NJ-133750,2023-24,54.0,55.0,59,59,73,36,48.5,57.5,45,70,52,67.1,33.8,76.1,NA,NA,NA,NA,NA,NA,NA,0.23443720930232556,53.6,26.2,60.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09332256575911399,0.11284516129032258,13:1,157:1,339,11.5,11.0,78.5,1.2,9.4,609,15.1,21.5,13.5,228,330,299,312,329,320,311,306,322,305,310,293,319,268,4252
Orange Board Of Education School District,NJ-133880,2023-24,55.0,54.0,45,58,62,59,54,45,46,62,65,35.9,16.5,39.5,NA,NA,NA,NA,NA,NA,NA,0.0796029298380879,23.0,12.8,24.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02185860058309038,0.022440626579080344,12:1,106:1,492,7.7,7.1,59.1,1.8,14.0,568,10.9,13.7,75.5,798,408,446,406,432,366,426,394,414,359,421,355,396,378,5999
Roseland School District,NJ-134530,2023-24,66.5,62.0,78,78.5,40,NA,NA,63,72,39,NA,74.7,36.7,86.5,NA,NA,NA,NA,NA,NA,NA,0.3252208835341366,73.2,38.3,83.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24533596837944663,0.24533596837944663,10:1,154:1,46,9.4,9.4,76.1,0,0,34,7.8,20.3,4.1,22,63,56,52,61,66,73,62,0,0,0,0,0,0,455
South Orange-Maplewood School District,NJ-134900,2023-24,49.0,55.0,52,57,37,39,61,55,62,48,49,69.9,29.1,79.2,NA,NA,NA,NA,NA,NA,NA,0.24941076003415882,53.0,19.9,60.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09706837606837608,0.138042049934297,11:1,150:1,601,9.9,9.9,73.0,0.5,8.0,750,11.2,18.3,11.9,316,514,507,550,500,563,529,470,497,533,511,474,485,445,6894
Verona Public School District,NJ-135370,2023-24,59.0,54.0,55,57,65.5,72,44,39,60,34,80,66.2,25.8,77.0,NA,NA,NA,NA,NA,NA,NA,0.19277385159010602,52.5,20.9,60.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08540229885057471,0.10742890995260664,12:1,136:1,180,12.8,12.7,82.3,1.1,12.2,186,8.6,19.4,0.9,36,173,168,165,159,176,166,178,177,148,143,161,157,165,2172
West Essex Regional School District,NJ-135630,2023-24,37.0,27.0,NA,NA,NA,34,39,NA,NA,NA,27,75.3,30.6,85.2,NA,NA,NA,NA,NA,NA,NA,0.30723623853211013,57.8,21.7,65.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07908670520231213,0.11,10:1,104:1,162,10.8,10.7,75.9,1.9,10.4,48,2.8,16.0,4.1,0,0,0,0,0,0,0,0,306,312,260,262,263,268,1671
West Orange Public Schools,NJ-135680,2023-24,56.0,51.5,61,61,49.5,44,64,51,62,44,49,60.8,24.1,70.9,NA,NA,NA,NA,NA,NA,NA,0.2048221225710015,44.6,17.4,51.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07022287390029326,0.09466210436270316,11:1,162:1,660,12.3,12.2,76.8,0.6,0.8,1037,15.6,20.5,37.9,400,483,480,482,495,458,503,502,503,471,572,529,531,541,6950
Clayton Public School District,NJ-150860,2023-24,51.0,51.0,54,58,40,41,58,46,57,32,60.5,38.9,17.4,46.1,NA,NA,NA,NA,NA,NA,NA,0.055406562054208276,21.5,12.2,24.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.021477761836441896,0.026825726141078837,11:1,149:1,133,10.9,10.9,72.9,13.5,5.3,129,9.3,23.3,47.8,151,103,87,83,105,95,78,101,112,115,121,106,115,122,1494
Clearview Regional High School District,NJ-150870,2023-24,47.0,40.0,NA,NA,NA,47,48,NA,NA,NA,40,66.0,21.9,72.2,NA,NA,NA,NA,NA,NA,NA,0.2099515972894482,55.4,24.0,58.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.031779835390946504,0.03,13:1,131:1,159,14.6,12.9,78.5,5.0,5.7,277,13.2,12.9,11.7,0,0,0,0,0,0,0,0,344,356,355,360,301,386,2102
Deptford Township Public School District,NJ-151100,2023-24,51.0,55.0,41.5,51,47,78,41,50,61,49,66,43.5,18.0,51.2,NA,NA,NA,NA,NA,NA,NA,0.11374386653581943,33.4,15.9,38.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04467128027681661,0.05555555555555555,12:1,173:1,361,13.6,12.3,79.2,0.3,13.8,442,11.5,23.2,31.6,341,301,299,298,296,314,288,311,302,320,265,281,289,254,4159
East Greenwich Township School District,NJ-151180,2023-24,60.0,66.0,59,48.5,71,NA,NA,62,51.5,84,NA,63.9,32.6,71.7,NA,NA,NA,NA,NA,NA,NA,0.15808297567954221,60.8,29.0,68.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.10615164520743921,0.10615164520743921,11:1,123:1,108,12.4,9.9,81.5,0,2.8,46,3.9,21.8,6.1,61,126,155,180,168,197,172,171,0,0,0,0,0,0,1230
Elk Township School District,NJ-151330,2023-24,74.0,61.5,49,80.5,75,NA,NA,50.5,64,63,NA,54.5,21.6,62.5,NA,NA,NA,NA,NA,NA,NA,0.1106217616580311,41.3,18.9,46.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07632124352331607,0.07632124352331607,11:1,60:1,32,15.0,12.8,65.6,0,15.6,46,14.7,18.8,26.8,46,43,42,38,61,34,43,55,0,0,0,0,0,0,362
Township of Franklin School District,NJ-151590,2023-24,62.0,56.0,57,61,69,NA,NA,51,60,61,NA,47.5,16.4,55.6,NA,NA,NA,NA,NA,NA,NA,0.07166212534059946,40.7,20.0,46.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05887671232876713,0.05887671232876713,11:1,166:1,116,11.1,8.7,59.5,3.4,16.4,197,15.4,19.5,20.3,57,172,179,168,172,184,200,193,0,0,0,0,0,0,1325
Gateway Regional High School District,NJ-151715,2023-24,34.0,26.0,NA,NA,NA,37,31,NA,NA,NA,26,38.1,<10%,46.2,NA,NA,NA,NA,NA,NA,NA,0.07254545454545455,23.9,<10%,29.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005772727272727273,0.01,10:1,61:1,84,14.8,11.7,75.0,1.2,8.3,37,4.3,21.3,32.2,0,0,0,0,0,0,0,0,159,145,138,139,132,143,856
Glassboro School District,NJ-151730,2023-24,44.0,40.5,46,37,53,42,48,54,51,30,27.5,34.2,12.1,39.6,NA,NA,NA,NA,NA,NA,NA,0.05503990877993158,26.6,11.3,30.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.014324631101021567,0.020420711974110033,11:1,107:1,174,13.1,10.9,71.3,5.7,13.8,337,18.8,19.5,49.8,150,108,168,155,136,116,144,128,141,142,140,136,123,137,1924
Greenwich Township School District,NJ-151830,2023-24,56.0,42.0,57,69,67,50,27,42.5,44.5,50,36,52.3,13.0,61.5,NA,NA,NA,NA,NA,NA,NA,0.10654761904761906,27.4,<10%,32.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03525691699604743,0.042274881516587676,10:1,106:1,44,14.0,11.8,77.3,0,6.8,48,12.6,19.6,29.2,43,38,39,39,33,38,46,43,48,46,0,0,0,0,413
Harrison Township School District,NJ-152070,2023-24,66.0,63.0,58,66,75,NA,NA,55,68,62,NA,66.5,33.9,72.3,NA,NA,NA,NA,NA,NA,NA,0.18628608923884513,65.2,35.7,70.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1636173001310616,0.1636173001310616,13:1,153:1,107,15.3,13.0,76.6,0,9.3,64,4.8,15.0,10.1,62,180,188,178,185,198,189,200,0,0,0,0,0,0,1380
Kingsway Regional School District,NJ-152440,2023-24,42.0,28.0,NA,NA,NA,42,42,NA,NA,NA,28,62.4,21.1,71.6,NA,NA,NA,NA,NA,NA,NA,0.22671408250355618,41.0,16.2,46.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.025718411552346575,0.05,13:1,154:1,227,8.5,8.0,65.5,3.1,10.6,379,12.7,17.8,15.9,0,0,0,0,0,0,0,0,489,497,462,515,497,470,2930
Logan Township School District,NJ-152750,2023-24,48.0,37.5,64,29,40,52.5,67,47,54,23,45.5,58.2,24.8,68.8,NA,NA,NA,NA,NA,NA,NA,0.08942553191489362,46.1,20.9,54.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0609957627118644,0.0740102827763496,10:1,119:1,81,11.0,9.0,71.6,2.5,8.6,62,8.7,22.4,24.0,113,72,76,90,84,54,73,91,93,86,0,0,0,0,833
Mantua Township School District,NJ-152990,2023-24,35.0,53.0,30,34.5,39,NA,NA,51,43,67,NA,59.5,32.3,66.7,NA,NA,NA,NA,NA,NA,NA,0.13248833592534992,48.7,29.1,53.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.056878881987577644,0.056878881987577644,11:1,139:1,111,9.4,8.8,83.2,2.7,2.7,160,14.5,20.9,18.6,144,155,142,159,183,155,141,171,0,0,0,0,0,0,1250
Monroe Township Public School District,NJ-153280,2023-24,46.0,41.0,44.5,27,50,41,68,48,24,44,46,44.9,18.8,52.4,NA,NA,NA,NA,NA,NA,NA,0.07021739130434783,33.2,17.1,37.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.032246992215145084,0.04259519038076153,12:1,179:1,493,12.8,10.8,71.4,0.6,9.3,796,14.6,20.3,32.7,279,366,357,419,385,385,414,415,459,467,426,420,476,434,5702
National Park Boro School District,NJ-153490,2023-24,55.0,48.5,65.5,41,39.5,NA,NA,48,40,56,NA,29.3,<10%,39.4,NA,NA,NA,NA,NA,NA,NA,0.032565789473684215,30.5,<10%,42.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.020326797385620914,0.020326797385620914,9:1,N,33,10.7,8.7,69.7,0,3.0,36,15.3,18.8,49.5,54,32,23,24,39,38,38,39,0,0,0,0,0,0,287
Paulsboro School District,NJ-154020,2023-24,36.0,47.0,44,38.5,61,15,31,42.5,67,66,32,12.9,<10%,15.5,NA,NA,NA,NA,NA,NA,NA,NA,11.2,<10%,12.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008483245149911818,0.011935483870967743,11:1,101:1,111,12.2,8.3,58.6,0,24.3,282,24.4,22.5,62.2,86,73,78,80,86,95,74,87,73,87,113,89,92,94,1207
Pitman Boro School District,NJ-154140,2023-24,40.5,47.0,48,46,23,28,74.5,43,39,52,59,54.0,22.4,63.1,NA,NA,NA,NA,NA,NA,NA,0.10596802841918296,40.8,22.0,46.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04200710479573712,0.04941451990632319,11:1,128:1,106,16.6,14.2,81.1,0,8.5,109,10.3,19.7,17.8,113,70,66,79,81,91,98,71,91,69,68,87,73,99,1156
South Harrison Township School District,NJ-154880,2023-24,38.0,48.5,36.5,38.5,39.5,NA,NA,65,30.5,58,NA,47.3,23.7,54.3,NA,NA,NA,NA,NA,NA,NA,0.07371951219512195,46.1,13.2,55.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09835365853658538,0.09835365853658538,11:1,117:1,32,9.1,9.1,62.5,9.4,6.3,7,2.4,22.3,13.1,56,39,44,41,42,36,54,38,0,0,0,0,0,0,350
Delsea Regional High School District,NJ-154940,2023-24,52.0,41.0,NA,NA,NA,45,62,NA,NA,NA,41,43.8,13.6,51.2,NA,NA,NA,NA,NA,NA,NA,0.10464993394980185,26.0,<10%,30.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.020437086092715235,0.04,12:1,130:1,127,13.1,12.0,76.4,4.7,11.8,328,20.6,17.7,24.6,0,0,0,0,0,0,0,0,248,241,282,251,263,273,1558
Swedesboro-Woolwich School District,NJ-155120,2023-24,52.5,53.0,40,49,68,NA,NA,40.5,55,65,NA,63.2,32.3,73.7,NA,NA,NA,NA,NA,NA,NA,0.15724330357142854,61.7,33.3,71.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16070391061452516,0.16070391061452516,10:1,158:1,155,10.4,10.4,69.7,3.2,2.6,112,7.3,25.0,21.5,44,197,215,209,242,219,221,234,0,0,0,0,0,0,1581
Washington Township School District,NJ-155500,2023-24,55.0,51.0,63,69,45,50,47,54,61,46,40,58.7,20.9,66.7,NA,NA,NA,NA,NA,NA,NA,0.15323253947016324,40.8,14.8,46.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04623130341880342,0.06218468468468468,11:1,177:1,651,13.6,12.1,76.0,0.9,5.7,904,12.9,18.3,19.8,318,509,505,515,475,533,540,577,611,580,522,519,523,526,7253
Wenonah  Boro School District,NJ-155590,2023-24,39.5,50.5,38,8,69,NA,NA,72,30,49,NA,60.2,<10%,72.6,NA,NA,NA,NA,NA,NA,NA,0.08206896551724138,69.3,<10%,82.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16436781609195403,0.16436781609195403,8:1,163:1,21,14.5,9.5,61.9,4.8,14.3,9,5.9,20.9,4.3,10,12,23,30,17,25,19,27,0,0,0,0,0,0,163
West Deptford Township School District,NJ-155620,2023-24,56.5,53.0,35,33,73,67,67.5,56,39,52,59.5,51.5,24.0,60.2,NA,NA,NA,NA,NA,NA,NA,0.1398458304134548,39.1,16.5,46.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.056638655462184884,0.07268656716417911,12:1,165:1,239,13.7,13.0,83.7,0,5.0,333,12.7,22.2,29.8,224,186,210,177,198,241,189,190,217,229,192,184,182,186,2805
Westville Boro Public School District,NJ-155740,2023-24,65.0,66.0,56,72.5,67,NA,NA,47,78,63,NA,26.8,<10%,34.2,NA,NA,NA,NA,NA,NA,NA,NA,31.0,12.5,38.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04393258426966292,0.04393258426966292,10:1,186:1,39,13.7,10.7,69.2,0,7.7,54,17.0,23.4,61.3,49,49,48,47,42,49,38,50,0,0,0,0,0,0,372
Woodbury City Public School District,NJ-155860,2023-24,47.0,47.0,50,35,51.5,58.5,38,56,40.5,44,51,29.0,<10%,34.7,NA,NA,NA,NA,NA,NA,NA,0.03877750611246944,19.2,<10%,23.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.024022140221402217,0.02972555746140652,11:1,122:1,154,8.4,8.0,51.3,0,14.3,409,26.5,20.6,63.5,166,122,124,105,123,124,115,137,113,119,129,113,92,109,1691
Woodbury Heights Public School District,NJ-155870,2023-24,57.5,74.5,65.5,52,58,NA,NA,48.5,84,83,NA,53.8,<10%,63.9,NA,NA,NA,NA,NA,NA,NA,0.1206060606060606,47.7,20.8,53.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.062348484848484854,0.062348484848484854,9:1,128:1,27,15.5,13.4,85.2,3.7,7.4,28,11.5,19.1,13.7,16,33,42,31,28,33,39,34,0,0,0,0,0,0,256
Bayonne School District,NJ-170220,2023-24,52.5,50.0,47,48,62,54,52.5,54,43,58.5,44,52.1,12.0,59.6,NA,NA,NA,NA,NA,NA,NA,0.1537629688747007,33.7,<10%,38.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04143460725945842,0.05186046511627907,13:1,177:1,828,11.6,10.9,72.5,1.4,11.5,2271,23.6,15.7,58.3,1025,692,717,748,722,718,767,759,779,747,773,681,656,650,10434
East Newark School District,NJ-171200,2023-24,24.0,38.0,31,13,15.5,22,37.5,44,13,47,40.5,16.4,<10%,18.3,NA,NA,NA,NA,NA,NA,NA,NA,13.8,<10%,15.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007608695652173913,0.010294117647058823,12:1,41:1,20,8.2,6.0,45.0,20.0,10.0,26,12.0,13.4,77.6,0,17,26,28,22,14,19,23,23,36,0,0,0,0,246
Guttenberg School District,NJ-171850,2023-24,46.0,39.0,60,49,27,40,63,47,30,33,52,35.7,<10%,39.5,NA,NA,NA,NA,NA,NA,NA,0.06406250000000001,22.4,<10%,24.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02066666666666667,0.02073529411764706,11:1,126:1,93,11.7,9.1,73.1,11.8,8.5,136,14.2,12.6,80.6,47,105,99,96,107,119,95,112,124,102,0,0,0,0,1006
Harrison Public Schools,NJ-172060,2023-24,51.0,48.0,42.5,60.5,46,55,56,63,70,22,38.5,45.2,25.3,49.7,NA,NA,NA,NA,NA,NA,NA,0.10079689018464529,23.9,17.3,25.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02423580786026201,0.037198391420911525,14:1,134:1,176,14.6,12.9,80.1,3.4,5.1,268,12.1,16.1,81.2,330,155,180,146,154,148,141,163,159,181,211,207,191,182,2548
Hoboken Public School District,NJ-172210,2023-24,41.0,49.0,46,50.5,36.5,30.5,40,44,55,58,47,68.2,23.5,78.5,NA,NA,NA,NA,NA,NA,NA,0.3333446519524618,55.5,18.6,63.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1621750212404418,0.19446952595936795,14:1,124:1,241,9.8,8.0,62.2,1.7,8.3,252,10.2,13.2,26.6,964,338,251,241,231,235,165,144,151,131,184,140,166,104,3445
Hudson County Schools of Technology School District,NJ-172295,2023-24,45.5,39.5,NA,NA,43,50.5,45,NA,NA,31,52,89.3,27.8,92.4,NA,NA,NA,NA,NA,NA,NA,0.4961194029850746,58.0,11.1,60.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05452544704264099,0.1636792452830189,11:1,97:1,223,11.6,11.5,75.3,0.4,6.7,322,13.9,7.3,42.4,0,0,0,0,0,0,0,55,51,44,654,585,551,570,2510
Jersey City Public Schools,NJ-172390,2023-24,48.0,49.0,46,48,55,52,41,47,47,51,52,45.1,11.8,51.6,NA,NA,NA,NA,NA,NA,NA,0.16277190401765193,30.9,<10%,34.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08335341009743134,0.09438569019513371,12:1,179:1,2199,16.0,15.9,83.4,4.6,2.0,5277,23.8,14.4,58.2,4054,1956,1866,1878,1797,1717,1747,1693,1679,1725,1800,1510,1345,1412,26179
Kearny,NJ-172410,2023-24,45.0,48.0,46.5,47,51,38,44,41,47,54,48.5,39.2,10.3,46.7,NA,NA,NA,NA,NA,NA,NA,0.06955217748562037,26.1,<10%,30.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.022052590266875984,0.028857971014492754,12:1,162:1,475,13.2,12.8,81.1,1.9,4.4,1014,20.1,19.9,63.7,453,368,374,341,295,351,364,387,365,376,481,462,423,440,5480
North Bergen School District,NJ-173610,2023-24,47.0,50.0,42,46,46,52,47,48,40,57,54,38.3,<10%,43.3,NA,NA,NA,NA,NA,NA,NA,0.0653940605368361,25.7,<10%,28.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02423056008700381,0.03360095389507155,13:1,172:1,562,14.1,14.1,84.5,0.2,0.5,889,12.9,15.2,72.8,279,469,514,442,498,533,510,484,564,552,674,566,562,575,7222
Secaucus School District,NJ-174730,2023-24,54.0,60.0,41,71,53,45.5,59,62,66,51,60.5,52.7,<10%,60.5,NA,NA,NA,NA,NA,NA,NA,0.17159049360146253,43.0,<10%,49.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.109568345323741,0.11514357053682897,11:1,146:1,194,10.4,10.0,66.0,2.6,0.5,216,10.4,16.9,30.3,106,164,147,166,173,166,175,151,154,166,148,149,142,178,2185
Union City School District,NJ-175240,2023-24,62.0,58.0,56,61,61,67,58,54,55,59,61,58.1,16.3,62.7,NA,NA,NA,NA,NA,NA,NA,0.2212666200139958,38.2,12.2,41.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06976062939404085,0.06737595419847328,15:1,145:1,882,13.1,12.9,80.4,3.4,5.9,1813,16.0,10.2,82.4,1532,822,780,859,807,832,857,866,888,917,903,924,987,892,12866
Weehawken Public School District,NJ-175580,2023-24,45.0,53.5,53.5,56,85,26,26,53,53,69,32,45.1,29.0,48.0,NA,NA,NA,NA,NA,NA,NA,0.11349072512647557,28.7,17.3,30.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02063004846526656,0.024385964912280702,10:1,111:1,129,8.3,7.8,55.0,3.9,20.2,291,23.5,15.2,31.0,111,105,83,103,76,92,79,82,109,102,106,93,102,93,1336
West New York School District,NJ-175670,2023-24,52.0,54.0,46,53,55,54,51,42,45,67,52.5,41.9,11.6,48.1,NA,NA,NA,NA,NA,NA,NA,0.09579439252336448,27.8,<10%,31.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02862463421122639,0.03581519663993891,15:1,183:1,524,14.6,13.7,84.9,1.0,9.3,1285,18.0,13.6,78.9,957,519,514,549,522,537,487,554,552,563,595,589,601,521,8060
Alexandria Township School District,NJ-190020,2023-24,56.0,43.0,52,50,33,92.5,58,41,41,43,60,56.3,15.9,68.2,NA,NA,NA,NA,NA,NA,NA,0.13753623188405797,41.7,11.3,50.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05556363636363637,0.056036866359447005,9:1,85:1,47,9.7,8.9,70.2,10.6,2.1,44,11.1,20.9,1.6,32,42,33,38,54,34,37,52,44,59,0,0,0,0,425
Bethlehem Township School District,NJ-190370,2023-24,34.5,37.0,40.5,15,46,36.5,32,17,31,33,49,49.6,17.5,61.5,NA,NA,NA,NA,NA,NA,NA,0.06896995708154506,50.2,20.6,61.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05961538461538461,0.053548387096774196,10:1,76:1,37,10.6,8.1,61.1,5.4,0,39,11.0,26.1,2.4,28,36,37,44,39,33,30,41,46,45,0,0,0,0,379
Bloomsbury Borough School District,NJ-190430,2023-24,45.0,52.0,*,39,*,45,*,*,45.5,*,52,42.3,30.0,45.2,NA,NA,NA,NA,NA,NA,NA,NA,36.5,20.0,40.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09428571428571428,0.09428571428571428,6:1,103:1,16,10.0,6.4,40.0,12.5,6.3,5,5.6,17.5,19.4,9,12,10,13,9,8,12,8,12,6,0,0,0,0,103
Califon Borough School District,NJ-190670,2023-24,45.0,48.0,60.5,*,*,40,*,48,*,*,34.5,58.2,10.0,68.9,NA,NA,NA,NA,NA,NA,NA,NA,56.4,<10%,68.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.114,0.114,5:1,43:1,17,13.3,7.2,52.9,0,0,3,4.0,16.5,0.0,10,7,5,6,11,12,9,6,13,6,0,0,0,0,85
Clinton-Glen Gardner School District,NJ-190910,2023-24,46.0,53.0,54,62,34,30,52,59,39.5,45,53,59.4,22.8,68.2,NA,NA,NA,NA,NA,NA,NA,0.14457912457912458,52.9,21.1,60.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07426174496644296,0.07859504132231404,11:1,126:1,46,14.8,11.8,80.4,2.2,0,42,9.4,16.6,15.8,53,47,52,46,50,56,43,39,63,56,0,0,0,0,505
Clinton Township School District,NJ-190920,2023-24,56.0,67.0,70,69,42,54.5,41,59,76,60.5,72,66.8,30.2,76.5,NA,NA,NA,NA,NA,NA,NA,0.16508951406649616,59.7,29.8,67.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12527528809218952,0.12000000000000001,10:1,95:1,128,13.6,12.1,72.7,4.7,2.3,73,6.4,19.9,9.0,77,123,114,130,120,129,124,125,152,140,0,0,0,0,1234
Delaware Township School District,NJ-191040,2023-24,48.0,52.5,40.5,48,55,46.5,53,57,59,54,39,57.2,24.6,68.1,NA,NA,NA,NA,NA,NA,NA,0.09694214876033058,52.9,19.7,63.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08967078189300412,0.09870646766169155,8:1,81:1,48,14.5,10.8,70.8,2.1,0,23,6.0,21.5,6.4,28,44,37,50,48,28,42,41,45,42,0,0,0,0,405
