DistrictName,GradePK,GradeKG,Grade01,Grade02,Grade03,Grade04,Grade05,Grade06,Grade07,Grade08,Grade09,Grade10,Grade11,Grade12,TotalEnrollment,ST_LEAID,SchoolYear,Students with Disabilities,Economically Disadvantaged Students,ELA_ME_District,ELA_ME_District_dis,ELA_ME_District_notdis,ELA_pct_level5,MATH_ME_District,MATH_ME_District_dis,MATH_ME_District_notdis,MATH_pct_level5,MATH_pct_level5_nogr8,Student_Teacher_District,Student_Admin_District,TeacherCount_District,TeacherAvgYearsExp_District,TeacherAvgYearsExpInDistrict_District,TeacherInDistrict4YearsOrMore_District,Chronic_Abs_Count,Chronic_Abs_Pct,Abs_0,Abs_1-5,Abs_6-10,Abs_11-15,Abs_over15
Lebanon Township School District,23,57,49,63,59,62,71,84,92,78,0,0,0,0,638,NJ-192600,2018-2019,23.7,7.7,68.6,25.9,79.4,NA,53.3,17.4,62.4,0,0,10:1,128:1,66,11.2,9.4,63.6,23,3.8,3,35,36,17,10
Milford Borough School District,21,13,4,7,4,10,9,8,11,0,0,0,0,0,87,NJ-193180,2018-2019,20.7,17.2,59.6,41.7,65.7,NA,46.8,41.7,48.6,NA,0,6:1,17:1,14,17.1,14.2,100.0,8,12.1,8,30,41,9,12
North Hunterdon-Voorhees Regional High School District,0,0,0,0,0,0,0,0,0,0,585,606,633,665,2489,NJ-193660,2018-2019,14.0,3.6,71.7,28.6,80.0,0.2750043140638482,54.7,18.1,61.8,0.05757679180887372,NA,12:1,124:1,208,13.3,11.3,81.7,309,11.9,2,30,33,18,16
Readington Township School District,41,140,139,135,174,148,173,166,197,180,0,0,0,0,1493,NJ-194350,2018-2019,23.8,7.8,73.9,44.0,83.3,0.24037735849056605,62.5,34.9,71.2,0.0852035749751738,0.10684931506849317,9:1,124:1,164,13.8,11.7,80.5,47,3.2,4,42,33,15,6
Tewksbury Township School District,13,40,53,41,55,62,65,62,79,61,0,0,0,0,531,NJ-195180,2018-2019,15.4,1.9,86.7,51.9,92.5,NA,69.3,28.8,75.9,NA,0,9:1,106:1,61,15.0,12.3,88.5,24,4.6,2,37,39,15,8
Union Township School District,23,31,35,32,47,37,53,51,60,63,0,0,0,0,432,NJ-195270,2018-2019,24.3,4.4,75.3,37.2,89.2,NA,57.5,30.8,67.3,0,0,9:1,86:1,46,10.2,9.3,65.2,25,6.1,4,45,29,12,9
East Windsor Regional School District,73,372,343,356,371,386,388,426,401,415,403,462,360,393,5149,NJ-211245,2018-2019,12.4,36.4,57.4,21.3,62.8,0.15513391416585995,43.5,*,*,0.05740570678911119,0.09094143404488232,12:1,156:1,444,9.0,8.5,69.8,308,5.9,7,44,28,13,8
Ewing Township School District,81,228,251,257,275,270,265,268,274,230,249,305,235,264,3452,NJ-211430,2018-2019,21.0,45.0,42.2,17.2,49.5,NA,34.1,*,*,0.017003433055419324,0.017614607614607616,10:1,157:1,342,12.5,10.6,74.3,269,7.8,6,43,28,14,10
Hamilton Township Public School District,191,824,847,846,817,925,878,836,874,878,932,941,826,856,11471,NJ-211950,2018-2019,16.1,36.8,44.9,14.3,51.9,0.10573713791612625,32.7,10.6,37.7,0.043063218390804604,0.0575621301775148,12:1,179:1,963,11.8,11.8,80.8,1430,12.4,5,33,30,16,16
Hopewell Valley Regional School District,84,237,223,241,237,263,294,257,270,281,290,285,250,281,3493,NJ-212280,2018-2019,19.0,3.4,76.4,36.4,85.2,0.2755134357005758,63.9,26.1,72.5,0.12059619238476954,0.18278702163061564,10:1,146:1,366,15.2,12.6,83.6,329,9.5,3,33,33,18,14
Lawrence Township Public School District,89,259,272,298,270,265,297,312,298,288,299,289,271,255,3762,NJ-212580,2018-2019,17.9,25.7,59.6,*,*,0.1771686481726112,43.8,14.1,50.1,0.07523385300668152,0.10632102272727272,11:1,145:1,336,12.2,11.1,74.7,236,6.3,5,38,31,15,10
Mercer County Special Services School District,33,20,36,29,25,30,40,39,30,36,32,45,47,126,568,NJ-213103,2018-2019,99.3,42.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6:1,44:1,98,14.5,13.8,81.6,NA,NA,NA,NA,NA,NA,NA
Area Vocational Technical Schools of Mercer County,0,0,0,0,0,0,0,0,0,0,85,87,226,258,656,NJ-213105,2018-2019,31.8,34.9,*,22.2,70.7,NA,*,22.2,36.6,0,NA,14:1,73:1,46,8.5,7.7,54.3,46,18.4,15,35,17,12,21
Princeton Public Schools,65,198,231,230,225,250,249,259,230,265,392,417,345,411,3767,NJ-214255,2018-2019,17.5,12.3,78.4,45.5,85.4,0.3813873106060606,63.6,30.2,71.3,0.13427140711066599,0.18787274453941122,11:1,135:1,350,13.8,11.2,77.4,598,16.0,4,30,28,17,20
Trenton Public School District,2071,1184,1221,1148,1201,1067,1014,799,825,842,853,722,698,627,14272,NJ-215210,2018-2019,12.7,62.9,*,*,*,NA,10.9,*,*,0.0016872122382296153,0.0024472210254200774,16:1,255:1,906,12.7,10.5,80.9,3659,30.0,2,23,24,18,33
Robbinsville Public Schools,46,165,187,224,233,224,274,241,266,259,317,245,230,257,3168,NJ-215510,2018-2019,12.7,3.9,74.3,35.2,79.9,0.22846873461349088,68.6,32.7,73.7,0.16491388044579536,0.19653846153846155,13:1,186:1,238,9.3,9.3,68.9,128,4.1,6,44,33,11,6
West Windsor-Plainsboro Regional School District,103,529,623,624,703,770,736,820,792,815,817,791,716,730,9569,NJ-215715,2018-2019,9.5,4.8,81.0,30.6,86.3,0.4096488375873842,74.5,28.0,79.5,0.25179279576999336,0.27313947226709745,12:1,204:1,775,13.3,11.2,72.3,525,5.5,7,43,29,12,8
Carteret Public School District,268,265,292,272,270,326,332,257,295,293,273,251,260,273,3927,NJ-230750,2018-2019,12.7,70.4,44.2,10.6,49.6,NA,33.0,*,*,0.030695954762940406,0.04781165311653116,13:1,196:1,303,11.3,11.2,79.1,315,8.5,4,35,32,16,12
Cranbury Township School District,20,32,43,55,42,51,66,52,52,66,0,0,0,0,479,NJ-230970,2018-2019,22.3,5.6,85.9,62.3,92.2,NA,76.5,47.8,84.1,0.0494478527607362,0.06526315789473684,9:1,80:1,56,13.4,10.8,83.9,15,3.3,3,41,32,16,8
Dunellen Public School District,39,126,109,81,94,79,95,104,94,93,83,114,78,97,1286,NJ-231140,2018-2019,13.7,46.2,55.7,17.5,60.6,NA,35.1,12.5,37.9,0,0,12:1,129:1,105,10.6,9.3,64.8,100,7.9,4,35,33,17,12
East Brunswick Township School District,171,547,552,562,586,597,647,656,633,602,681,694,661,721,8310,NJ-231170,2018-2019,16.0,17.9,74.3,30.0,82.3,0.3453875733657154,64.7,25.8,71.8,0.16482772849185062,0.19052844160215412,12:1,181:1,705,12.0,10.8,75.3,725,8.9,5,37,30,15,12
Edison Township School District,328,888,1316,1315,1355,1329,1324,1378,1310,1261,1137,1209,1106,1091,16347,NJ-231290,2018-2019,10.3,19.9,77.3,20.4,83.0,0.42285911466035686,64.6,14.8,69.5,0.2229847776340663,0.23949483717235903,14:1,251:1,1169,13.8,12.7,79.8,951,5.9,8,45,28,11,8
Highland Park Boro School District,77,113,123,120,108,122,122,115,133,110,124,110,106,130,1613,NJ-232150,2018-2019,15.9,33.2,58.1,*,*,NA,44.5,*,*,0.04720754716981132,0.035699373695198336,11:1,124:1,148,12.1,9.6,75.0,149,9.5,6,37,31,15,11
Jamesburg Public School District,103,56,68,72,75,63,68,63,76,50,0,0,0,0,694,NJ-232370,2018-2019,16.0,58.5,46.7,16.4,52.3,NA,45.3,*,*,0,0,11:1,99:1,64,11.2,7.9,48.4,51,8.6,6,39,32,11,11
Metuchen Public School District,31,124,184,159,188,171,177,167,179,188,195,195,168,156,2282,NJ-233120,2018-2019,15.4,6.4,79.5,38.6,86.5,0.37925,62.9,26.4,69.0,0.14226666666666665,0.17776608187134504,12:1,143:1,186,13.1,10.8,72.6,70,3.1,8,44,30,12,6
Middlesex Borough School District,46,165,138,162,160,142,139,165,168,153,165,165,149,148,2065,NJ-233140,2018-2019,17.7,30.5,58.7,24.2,65.8,NA,47.7,14.6,54.6,0.03361858190709047,0.04005305039787798,11:1,147:1,184,12.4,12.3,78.3,184,9.1,5,33,31,18,13
Educational Services Commission of New Jersey,40,19,33,31,35,49,42,35,60,44,46,35,50,181,700,NJ-233145,2018-2019,99.3,15.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4:1,23:1,173,8.4,8.4,65.3,NA,NA,NA,NA,NA,NA,NA
Middlesex County Vocational and Technical School District,0,0,0,0,0,0,0,0,0,25,554,516,493,460,2048,NJ-233150,2018-2019,25.1,40.2,54.4,14.0,65.5,NA,*,*,*,NA,NA,11:1,79:1,179,9.2,8.5,65.9,89,4.5,6,35,30,18,11
Milltown School District,40,47,63,101,73,94,85,81,92,81,0,0,0,0,757,NJ-233220,2018-2019,16.1,11.6,63.5,18.9,71.3,NA,55.5,20.5,61.5,0.045979591836734696,0.030795180722891564,11:1,126:1,70,8.9,6.7,58.6,36,5.0,3,41,35,15,7
Monroe Township School District,60,287,413,489,471,523,544,588,596,531,594,644,577,515,6832,NJ-233290,2018-2019,16.6,6.7,66.6,22.2,75.0,0.24245625994092251,63.6,*,*,0.1519765301426599,0.20336412625096228,13:1,228:1,542,11.1,10.3,77.4,371,5.4,20,37,24,12,8
New Brunswick School District,1268,703,788,770,812,830,767,737,646,694,708,578,457,459,10217,NJ-233530,2018-2019,16.5,77.2,32.0,*,*,NA,*,*,*,0.006181914331041777,0.009402144772117963,13:1,173:1,785,10.0,8.2,61.9,1180,13.1,3,35,30,16,16
North Brunswick Township School District,202,374,406,412,445,477,445,460,471,473,466,451,469,434,5985,NJ-233620,2018-2019,14.7,42.7,50.2,13.3,56.3,0.1672921348314607,40.1,10.5,44.8,0.059325554923164485,0.08687933425797505,11:1,125:1,525,9.8,9.2,68.6,675,11.7,5,36,29,15,15
Old Bridge Township School District,108,544,557,612,607,624,607,658,642,690,676,692,704,714,8435,NJ-233845,2018-2019,17.9,22.4,62.4,19.2,70.9,0.20147418210484824,48.1,16.9,54.3,0.08733584606228922,0.13090171910476808,12:1,222:1,728,13.9,12.8,85.0,411,4.9,5,36,32,18,9
Perth Amboy Public School District,1492,795,873,798,849,835,824,837,722,686,661,621,572,471,11036,NJ-234090,2018-2019,9.8,88.6,41.8,12.5,45.7,0.10114679731446198,25.8,*,*,0.015293603635092625,0.022171269318469727,12:1,160:1,897,9.7,9.7,69.7,1393,14.5,5,32,27,16,19
Piscataway Township School District,236,523,513,528,481,529,505,533,477,543,530,575,564,600,7137,NJ-234130,2018-2019,12.1,34.0,59.5,16.6,65.7,0.21116732477788747,47.7,12.2,52.8,0.10521247850650946,0.1313223819301848,13:1,162:1,535,11.5,10.3,76.4,458,6.6,6,45,29,12,9
Sayreville School District,124,458,467,439,476,465,516,467,478,459,468,465,424,437,6143,NJ-234660,2018-2019,17.8,34.8,57.0,*,*,0.15968032786885245,42.7,18.4,47.7,0.0665720464990538,0.08671397849462366,12:1,198:1,511,11.5,10.7,75.7,690,11.4,2,27,32,22,18
South Amboy School District,52,102,70,76,78,89,99,87,89,85,70,50,61,67,1075,NJ-234830,2018-2019,17.8,39.2,44.4,*,*,NA,32.9,*,*,0,0,11:1,134:1,96,11.3,10.3,69.2,77,7.4,7,34,31,18,11
South Brunswick School District,121,468,550,529,611,605,654,643,744,718,745,756,714,727,8585,NJ-234860,2018-2019,10.4,12.3,74.2,*,*,0.31890444195595374,63.8,15.0,69.1,0.14503106796116505,0.18821649484536085,13:1,165:1,640,12.8,11.2,78.0,547,6.4,6,44,27,13,10
South Plainfield School District,96,240,254,246,229,224,242,285,255,271,260,266,234,263,3365,NJ-234910,2018-2019,17.0,19.7,63.9,*,*,0.19350788002033553,48.4,16.9,55.0,0.05022143935581279,0.07031535269709543,11:1,129:1,313,12.3,12.1,76.4,291,8.8,3,30,34,20,13
South River Public School District,80,154,150,153,180,159,192,155,176,190,186,161,156,166,2258,NJ-234920,2018-2019,18.8,48.2,40.0,*,*,NA,32.1,*,*,0.017829232995658466,0.028988235294117648,12:1,161:1,185,12.0,10.0,75.5,281,12.8,4,31,30,17,17
Spotswood Public School District,76,76,77,107,90,116,101,124,111,127,170,158,167,176,1676,NJ-234970,2018-2019,13.8,12.3,63.6,23.8,69.5,NA,51.1,18.1,56.1,0.016985446985446986,0.031483622350674374,12:1,186:1,141,10.9,10.3,78.7,161,9.9,6,36,28,17,14
Woodbridge Township School District,213,1070,1042,1018,970,1043,1111,1055,1054,1032,1033,1031,976,1122,13770,NJ-235850,2018-2019,13.0,34.8,47.8,13.1,52.6,0.12232383067999507,42.4,11.8,46.7,0.08176895749111847,0.09738663017982799,12:1,209:1,1130,12.5,11.4,82.4,1371,10.0,6,35,30,16,13
Asbury Park School District,381,132,144,144,147,152,125,102,110,116,117,131,77,73,1951,NJ-250100,2018-2019,16.8,52.8,17.1,*,*,NA,*,*,*,0,0,9:1,85:1,218,17.1,13.8,85.3,358,22.3,6,31,24,14,24
Atlantic Highlands School District,51,36,32,38,42,39,30,39,0,0,0,0,0,0,307,NJ-250130,2018-2019,20.5,7.8,71.6,29.0,82.9,NA,61.5,35.5,68.4,0,0,10:1,61:1,32,13.3,13.2,84.4,16,6.2,2,30,39,18,11
Avon Boro School District,0,12,11,16,12,18,15,19,11,23,0,0,0,0,138,NJ-250180,2018-2019,12.3,13.8,85.3,46.7,92.5,NA,54.2,33.3,58.0,0,0,7:1,35:1,19,8.6,4.8,36.8,2,1.4,7,40,37,13,4
Bayshore Jointure Commission School District,0,0,0,0,1,4,3,7,3,5,8,5,2,5,46,NJ-250225,2018-2019,100.0,10.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,3:1,46:1,15,3.1,3.1,46.7,NA,NA,NA,NA,NA,NA,NA
Belmar Elementary School District,37,37,43,42,52,50,44,65,59,46,0,0,0,0,475,NJ-250270,2018-2019,21.9,57.7,61.0,22.0,70.3,NA,36.9,*,*,0,0,9:1,119:1,54,14.2,10.1,72.2,15,3.4,9,44,28,12,7
Bradley Beach School District,29,24,25,32,21,35,30,28,28,35,0,0,0,0,287,NJ-250500,2018-2019,19.5,69.0,40.8,13.8,46.0,NA,34.1,13.8,38.0,0,0,7:1,96:1,41,9.9,6.6,43.9,14,5.4,5,41,32,12,9
Brielle Boro School District,19,51,53,49,48,62,66,54,68,61,0,0,0,0,531,NJ-250560,2018-2019,17.5,4.7,83.6,43.1,91.4,NA,70.6,31.0,78.1,0.08512820512820514,0.10447552447552448,11:1,177:1,49,14.3,14.3,91.8,17,3.3,5,43,34,13,5
Colts Neck Township School District,86,101,93,84,82,99,94,109,115,111,0,0,0,0,974,NJ-250945,2018-2019,17.1,1.7,75.8,37.8,83.4,NA,67.3,25.0,75.6,0.09053819444444446,0.0907608695652174,8:1,108:1,119,16.6,13.7,85.7,81,9.1,2,25,35,21,16
Deal Boro School District,0,18,19,15,18,19,19,15,22,23,0,0,0,0,168,NJ-251000,2018-2019,2.4,0,56.1,28.6,60.0,NA,29.8,21.4,31.0,0,0,9:1,84:1,18,12.1,11.8,87.5,25,14.9,4,27,38,12,20
Eatontown Public School District,50,100,93,95,97,98,94,104,110,107,0,0,0,0,948,NJ-251260,2018-2019,24.4,44.4,65.9,30.0,79.3,NA,51.9,*,*,0.030400000000000003,0.03670020120724347,9:1,119:1,104,12.0,11.8,84.3,92,10.0,7,37,28,16,12
Fair Haven School District,32,72,91,99,109,114,119,116,109,106,0,0,0,0,967,NJ-251440,2018-2019,18.1,0.8,85.4,56.0,91.6,0.3530182926829268,85.8,56.9,91.8,0.26774733637747333,0.2901449275362319,11:1,138:1,92,11.1,8.9,64.8,19,2.0,3,51,32,11,3
Farmingdale Public School District,10,15,18,16,10,17,15,15,19,13,0,0,0,0,148,NJ-251490,2018-2019,19.6,26.4,76.4,28.6,85.3,NA,67.4,14.3,77.3,NA,0,6:1,74:1,26,8.0,6.4,57.7,13,9.4,1,28,34,22,14
Freehold Borough School District,120,165,168,177,169,176,184,191,167,164,0,0,0,0,1681,NJ-251640,2018-2019,19.9,79.7,49.2,*,*,NA,39.4,*,*,0.009768786127167629,0.011562143671607752,12:1,153:1,144,8.1,5.2,41.0,82,5.2,4,41,33,14,8
Freehold Regional High School District,0,0,0,0,0,0,0,0,0,0,2633,2561,2642,2655,10491,NJ-251650,2018-2019,15.8,9.4,62.2,21.1,70.2,0.21450762016412658,37.7,*,*,0.01848949919224556,NA,14:1,150:1,777,12.8,12.1,83.0,1324,12.3,3,27,30,22,18
Freehold Township School District,99,351,332,387,401,409,424,476,419,454,0,0,0,0,3752,NJ-251660,2018-2019,16.2,12.7,68.7,*,*,0.2369500998003992,62.3,24.0,69.9,NA,0.13722222222222222,11:1,163:1,336,12.0,10.9,81.8,240,6.6,3,34,35,17,10
Hazlet Township Public School District,105,200,182,193,196,203,197,209,221,230,218,232,215,236,2837,NJ-252105,2018-2019,21.3,18.7,63.2,24.8,72.6,NA,46.2,20.6,52.7,0.0060408921933085506,0.010145681581685745,11:1,118:1,256,12.0,12.0,82.4,208,7.5,5,32,35,18,10
Henry Hudson Regional School District,0,0,0,0,0,0,0,0,70,60,55,39,52,37,314,NJ-252120,2018-2019,19.2,24.6,72.3,29.4,85.0,0.2927192982456141,48.4,10.0,59.5,0,0,8:1,52:1,40,10.8,10.5,77.5,50,15.2,3,24,35,19,19
Highlands Borough School District,21,31,21,30,20,17,18,29,0,0,0,0,0,0,187,NJ-252160,2018-2019,25.7,48.1,68.8,42.3,81.5,NA,42.5,30.8,48.1,0,0,7:1,37:1,25,11.2,9.9,64.0,21,12.7,2,23,42,18,15
Holmdel Township School District,39,146,178,198,223,241,259,260,262,262,240,241,221,256,3026,NJ-252230,2018-2019,14.4,1.1,79.8,31.6,86.9,0.3160804538421867,70.0,23.8,76.6,0.17192991631799165,0.19946666666666668,11:1,151:1,270,11.5,11.5,77.0,249,8.3,4,35,32,16,12
Howell Township Public School District,253,530,505,555,553,574,652,683,666,687,0,0,0,0,5658,NJ-252290,2018-2019,21.4,16.3,68.0,31.7,76.5,0.2203370481108997,56.1,23.5,63.8,0.0896899646450911,0.11104040404040402,11:1,149:1,494,15.3,13.9,86.2,420,7.8,3,32,34,19,13
Keansburg School District,211,133,134,109,120,91,112,107,124,122,83,92,94,95,1627,NJ-252400,2018-2019,22.3,49.5,28.0,*,*,NA,18.0,*,*,0,0,8:1,108:1,196,12.3,12.3,78.6,354,24.3,2,20,27,22,28
Keyport School District,66,62,64,57,83,55,83,73,63,79,84,97,93,86,1045,NJ-252430,2018-2019,14.7,47.8,49.1,22.5,53.9,NA,33.8,*,*,0,0,10:1,105:1,105,11.1,11.1,75.2,88,8.8,6,35,30,17,12
Little Silver Boro School District,24,65,85,85,99,97,103,87,105,86,0,0,0,0,836,NJ-252720,2018-2019,14.7,0.4,90.2,58.2,96.3,NA,84.6,51.6,90.8,0.19700179533213644,0.20442764578833694,11:1,139:1,78,10.5,10.5,73.1,22,2.7,4,33,38,17,8
LONG BRANCH PUBLIC SCHOOL District,770,417,398,403,375,397,348,423,410,395,393,384,335,352,5800,NJ-252770,2018-2019,13.4,83.3,34.1,*,*,NA,26.3,*,*,0.0038285340314136124,0.0062466631073144685,12:1,141:1,486,11.0,10.9,79.4,527,10.5,6,35,28,17,14
Manalapan-Englishtown Regional Schools School District,113,412,515,536,484,570,555,570,627,625,0,0,0,0,5007,NJ-252920,2018-2019,16.0,7.1,78.1,30.2,86.7,0.32532380662815447,73.7,26.6,82.2,0.21743706399757354,0.23645880574452005,12:1,179:1,402,11.7,11.4,80.3,206,4.2,4,38,36,15,7
Manasquan School District,31,42,41,45,50,60,71,65,76,66,255,269,206,218,1495,NJ-252930,2018-2019,17.4,10.7,75.3,32.7,84.5,NA,50.4,21.7,55.6,0,0,11:1,107:1,141,11.1,10.1,70.2,170,11.2,3,35,32,16,14
Marlboro Township School District,76,368,348,509,505,503,564,633,651,643,0,0,0,0,4800,NJ-253030,2018-2019,15.7,4.6,76.2,34.4,82.9,0.29948509485094854,70.5,29.6,77.2,NA,0.21026815642458102,11:1,166:1,442,11.9,10.2,76.9,242,5.1,4,39,32,15,9
Matawan-Aberdeen Regional School District,101,272,272,262,258,327,284,282,324,275,282,276,250,247,3712,NJ-253040,2018-2019,16.8,27.5,66.3,21.9,75.3,0.27336183618361837,56.6,21.0,63.1,0.07713103448275861,0.10061781609195403,11:1,169:1,328,11.3,11.3,80.5,283,7.7,4,35,33,18,11
Middletown Township Public School District,212,673,645,627,704,676,723,760,775,773,830,713,722,670,9503,NJ-253160,2018-2019,20.2,11.5,65.0,*,*,0.19542248722316868,52.4,18.1,61.4,0.09127019594362323,0.12203133743704533,12:1,194:1,797,13.1,11.0,77.7,310,3.3,5,43,35,12,5
Millstone Township School District,59,99,134,107,107,104,115,110,123,162,0,0,0,0,1120,NJ-253200,2018-2019,13.7,3.5,72.1,24.0,80.0,NA,58.6,16.0,65.6,0.07002793296089385,0.09354477611940298,12:1,112:1,94,11.0,8.6,72.3,19,1.8,9,43,38,7,3
Monmouth Beach School District,16,25,24,18,24,18,27,30,28,24,0,0,0,0,234,NJ-253250,2018-2019,21.4,0,86.7,70.0,90.8,NA,76.7,40.0,85.8,0,0,8:1,78:1,28,12.9,9.5,78.6,9,4.1,0,26,41,24,9
Monmouth-Ocean Educational Services Commission School Distri,0,0,0,0,0,0,0,0,0,0,5,7,3,3,18,NJ-253255,2018-2019,38.9,61.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1:1,3:1,47,16.5,11.6,83.0,NA,NA,NA,NA,NA,NA,NA
Monmouth County Vocational School District,0,0,0,0,0,0,0,0,0,0,433,460,620,642,2155,NJ-253260,2018-2019,15.6,12.1,*,*,*,NA,93.8,N,93.8,0.20696666666666666,NA,9:1,103:1,231,14.7,12.1,79.7,91,5.6,8,43,30,12,6
Monmouth Regional High School,0,0,0,0,0,0,0,0,0,0,233,255,202,242,932,NJ-253270,2018-2019,20.0,23.9,56.9,13.7,68.6,0.22730125523012554,25.7,*,*,0,NA,9:1,85:1,103,12.4,11.1,72.3,168,17.1,5,24,28,19,24
Neptune City School District,10,27,20,32,37,25,23,24,27,27,0,0,0,0,252,NJ-253500,2018-2019,24.2,61.1,39.3,*,*,NA,26.0,*,*,0,0,8:1,63:1,33,10.7,7.3,48.5,43,17.1,4,31,26,17,22
Neptune Township School District,450,254,262,225,237,251,244,239,234,258,296,328,270,330,3878,NJ-253510,2018-2019,19.5,55.4,34.5,*,*,NA,20.8,*,*,0.005736090595765633,0.009847844463229078,10:1,129:1,377,12.0,10.6,78.5,713,20.3,4,26,27,18,24
Township of Ocean School District,120,207,238,254,218,260,256,258,266,270,236,270,250,301,3404,NJ-253810,2018-2019,22.8,27.3,55.3,*,*,NA,46.9,*,*,0.07176229508196721,0.10506193228736582,9:1,136:1,369,12.3,11.0,79.9,220,6.6,6,39,32,14,9
Oceanport School District,27,64,67,64,76,58,58,76,56,63,0,0,0,0,609,NJ-253830,2018-2019,19.2,9.9,80.1,53.6,86.0,NA,68.2,40.6,74.4,0.034074074074074076,0.04050314465408805,10:1,152:1,62,13.4,11.1,83.1,36,6.1,4,34,37,17,9
Red Bank Borough Public School District,274,133,133,133,124,130,151,122,119,113,0,0,0,0,1432,NJ-254360,2018-2019,17.3,86.3,47.3,*,*,NA,36.0,26.4,37.9,0,0,13:1,143:1,113,9.3,6.8,60.2,30,2.6,7,56,25,9,4
Red Bank Regional School District,0,0,0,0,0,0,0,0,0,0,329,288,303,259,1179,NJ-254365,2018-2019,12.6,26.8,67.2,30.9,72.7,0.22755301794453509,48.2,14.8,53.5,0,NA,10:1,98:1,121,9.0,8.9,71.9,103,8.5,4,32,31,18,14
Roosevelt Borough Public School District,8,17,8,8,10,9,5,13,0,0,0,0,0,0,78,NJ-254520,2018-2019,16.7,0,82.5,*,*,NA,72.5,*,*,0,0,7:1,78:1,12,16.8,9.8,75.0,8,11.1,1,29,33,21,15
Rumson Borough School District,39,65,94,85,109,112,110,144,110,136,0,0,0,0,1004,NJ-254570,2018-2019,15.8,0,91.2,57.4,96.7,0.5857402234636871,86.5,53.5,91.9,0.3234180790960452,0.3679649122807018,10:1,143:1,100,12.9,10.3,68.7,26,2.7,3,32,40,19,7
Rumson-Fair Haven Regional High School District,0,0,0,0,0,0,0,0,0,0,269,250,230,234,983,NJ-254580,2018-2019,14.4,0.3,75.2,25.3,84.0,0.3925553319919517,63.7,13.3,72.8,0.03726166328600406,NA,11:1,89:1,89,13.0,10.6,80.9,72,7.2,3,28,32,22,15
Sea Girt Borough School District,10,13,13,7,17,15,16,24,13,17,0,0,0,0,145,NJ-254690,2018-2019,9.0,0,89.9,*,*,NA,83.8,*,*,0,0,7:1,36:1,21,13.2,8.8,75.0,6,4.5,5,42,32,13,8
Shore Regional High School District,0,0,0,0,0,0,0,0,0,0,165,166,153,164,648,NJ-254760,2018-2019,19.8,8.6,67.8,35.9,77.8,0.185,32.1,*,*,0,NA,11:1,93:1,58,14.2,12.5,89.7,57,8.4,4,36,35,15,11
Shrewsbury Borough School District,21,49,50,38,52,62,39,58,58,57,0,0,0,0,484,NJ-254770,2018-2019,21.3,1.0,74.5,35.4,84.4,NA,78.0,53.8,84.0,0.15169753086419752,0.1833955223880597,9:1,121:1,51,10.4,9.4,64.7,25,5.4,3,38,37,15,7
Spring Lake Borough,15,11,16,12,16,26,15,14,17,30,0,0,0,0,172,NJ-254980,2018-2019,19.8,0,82.6,50.0,90.3,NA,79.3,40.9,88.3,0,0,6:1,57:1,27,14.9,12.1,81.5,4,2.5,4,40,35,16,4
Spring Lake Heights School District,0,0,28,28,34,41,35,43,37,45,0,0,0,0,291,NJ-254990,2018-2019,13.1,5.5,80.9,56.0,84.2,NA,65.6,36.0,69.5,0,0,8:1,97:1,36,15.7,12.1,83.3,9,2.8,4,37,37,16,6
Tinton Falls School District,42,131,164,148,154,155,153,171,154,162,0,0,0,0,1434,NJ-255185,2018-2019,23.5,17.5,68.9,27.7,79.3,0.29674620390455525,57.3,22.5,66.1,0.06402823018458198,0.07668400520156046,9:1,143:1,159,11.0,10.3,71.7,122,8.6,6,32,35,16,11
Union Beach Public School District,86,54,65,68,45,74,70,58,65,75,0,0,0,0,660,NJ-255230,2018-2019,16.1,33.9,59.6,25.4,66.9,NA,43.8,16.4,49.7,0.03400516795865634,0.042315112540192934,10:1,110:1,63,11.6,11.6,85.7,53,9.1,4,26,28,26,16
Upper Freehold Regional School District,34,85,97,93,106,103,115,134,127,132,288,316,274,307,2211,NJ-255310,2018-2019,19.2,7.9,65.0,23.8,76.2,NA,56.8,23.0,65.8,0.08267396403440187,0.15698961937716263,11:1,158:1,194,12.5,12.5,86.1,140,6.3,7,38,33,13,9
Wall Township Public School District,65,220,243,255,241,264,264,249,253,288,273,281,239,276,3411,NJ-255420,2018-2019,19.7,11.6,68.1,33.2,76.3,NA,60.6,30.4,67.8,0.04429503261414952,0.07551753635585971,9:1,142:1,365,12.7,11.3,81.9,248,7.4,4,34,34,17,11
West Long Branch School District,35,65,66,41,64,46,64,65,67,64,0,0,0,0,577,NJ-255640,2018-2019,21.5,13.2,64.7,30.6,71.9,NA,63.8,32.3,70.4,0.033591160220994475,0.04039867109634551,9:1,115:1,63,9.8,9.4,71.4,44,8.0,4,35,35,17,9
Boonton Town School District,64,56,78,86,85,75,87,90,67,74,176,158,154,147,1397,NJ-270450,2018-2019,20.3,30.2,62.1,20.9,72.4,NA,54.1,*,*,0.029217731421121253,0.056448362720403024,11:1,108:1,128,10.1,10.1,75.8,144,10.6,4,34,29,18,16
