SCHOOL_YEAR,ST,LEA_NAME,ST_LEAID,LEAID,LSTREET1,LSTREET2,LSTREET3,LCITY,LZIP,WEBSITE,G_PK_OFFERED,GSLO,GSHI,GeoId,Geography,Edu_Less_9th,Edu_9th_12th_No_Diploma,Edu_HS_Grad,Edu_Some_College,Edu_Assoc_Degree,Edu_Bach_Degree,Edu_Grad_Prof_Degree,Edu_HS_or_Higher,Edu_Bach_or_Higher,Emp_Labor_Force,Emp_Fem_Labor_Force,Emp_Unemp_Rate,Enroll_Nursery,Enroll_Kindergarten,Enroll_Elem,Enroll_HS,Enroll_College,HH_Married_Children,HH_Avg_Size,Fam_Avg_Size,Housing_Units,Occ_Mgmt_Bus_Sci_Arts,Occ_Service,Occ_Sales_Office,Occ_Nat_Res_Const_Maint,Occ_Prod_Trans_Mat_Mov,Race_White,Race_Black,Race_Amer_Indian_Alaska,Race_Asian,Race_Hawaiian_Pacific,Race_Other,Pop_Under_18,HH_Med_Income,HH_Mean_Income,Fam_Med_Income,Fam_Mean_Income,Fam_Income_150k_199k,Fam_Income_200k_plus,HH_Income_150k_199k,HH_Income_200k_plus,km_euclid,km_maha,km_pc_scaled,km_pc_unscaled,hc_euclid_ward,hc_euclid_mcquitty,hc_pc_dist_scaled_ward,hc_pc_dist_scaled_mcquitty,hc_pc_dist_unscaled_ward,hc_pc_dist_unscaled_mcquitty,euclid_score,mah_score,PC1,PC2
2023-2024,NJ,Milltown School District,NJ-233220,3410290,21 West Church Street,NA,NA,Milltown,08850,http://www.milltownps.org,Yes,PK,08,9700000US3410290,"Milltown Borough School District, NJ",0.6,3.1,22.9,19.5,10.9,32.3,10.6,96.2,42.9,74.7,73,4.9,12.2,3.9,41.1,19.7,23.1,27,2.81,3.21,2586,44.1,15.6,25.8,4,10.5,91,1,0.4,4.1,0,10.6,24,125043,135587,137631,147836,14,29.4,13.3,24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,150,28,-0.38516066027057894,0.24819812727871823
2023-2024,NJ,Mine Hill Township School District,NJ-273240,3410350,42 Canfield Avenue,NA,NA,Mine Hill,07803,http://www.minehillcas.org,Yes,PK,06,9700000US3410350,"Mine Hill Township School District, NJ",2.3,2.9,26.8,14.7,14,31.1,8.1,94.8,39.2,70.2,61.2,4,9.6,2.4,42.6,12.9,32.5,18.6,2.86,3.1,1463,44.1,14,17.6,12.4,11.9,83.5,2.7,0.6,10.7,0,18.4,19.7,110208,132789,107656,127310,17.7,14,16.8,16.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,341,368,1.0056189674322336,0.8680134035874297
2023-2024,NJ,Monmouth Beach School District,NJ-253250,3410380,7 Hastings Place,NA,NA,Monmouth Beach,07750,http://WWW.MBSCHOOL.ORG,Yes,PK,08,9500000US3410380,"Monmouth Beach Borough School District, NJ",0,1.1,13.2,10.3,7,36.8,31.5,98.9,68.3,59.8,56.2,4.2,1.9,15.9,31.9,19.7,30.6,12.5,2.1,2.78,1913,67.7,7.6,19.5,2,3.3,90,2.4,0.2,4.2,0,7.3,11.6,144792,249545,220500,333293,12.7,51.9,10.9,39.1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,182,517,-4.887473580616362,2.388472455751722
2023-2024,NJ,Montague Township School District,NJ-373300,3410530,475 ROUTE 206,NA,NA,MONTAGUE,07827,http://WWW.MONTAGUESCHOOL.ORG,Yes,PK,08,9700000US3410530,"Montague Township School District, NJ",0.7,1.5,30.5,20.5,11.6,23.5,11.7,97.9,35.2,61.9,50.9,6.6,20.8,4.6,30.6,24.2,19.9,20.2,2.53,3.14,1802,40.4,10.9,19.3,14.6,14.8,92.2,0.4,0.4,5.9,0,5.3,20.4,102727,119342,126250,147949,20,16.4,14.7,11.2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,345,404,1.0179582965675764,2.2434234275580067
2023-2024,NJ,Montvale Board of Education School District,NJ-033330,3410620,47 Spring Valley Road,NA,NA,Montvale,07645,http://www.montvalek8.org,Yes,PK,08,9500000US3410620,"Montvale Borough School District, NJ",2.1,3.3,16.9,15.1,8.6,31.2,22.8,94.6,54,63,56.6,2.9,7,6.7,40.6,22.1,23.6,22.6,2.74,3.05,3123,58.1,10.7,24.3,5.1,1.9,83,2.4,0.3,15,0.1,6.3,20.6,175179,202387,186493,221665,22.2,45.6,14.1,43.1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,85,351,-3.5636779564129677,0.4762040920960142
2023-2024,NJ,Moonachie School District,NJ-033350,3410680,20 West Park Street,NA,NA,Moonachie,07074,http://www.moonachieschool.org,Yes,PK,08,9700000US3410680,"Moonachie Borough School District, NJ",4.6,3.8,31.1,20.9,8.3,20,11.3,91.6,31.3,70.9,66.6,3.5,8.9,7.2,55.1,9.8,19,30,3.26,3.37,1006,35.3,19,20.7,3.1,22,79,3.8,0.5,9.1,0,18.1,25.9,90263,112396,105286,120850,9,15,8.7,13.8,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,317,450,2.3431168802304563,-2.613408859394929
2023-2024,NJ,Morris Plains School District,NJ-273380,3410770,520 SPEEDWELL AVENUE,Suite 116,NA,MORRIS PLAINS,07950,http://sites.google.com/mpsdk8.org/mpsdk8/home,Yes,PK,08,9700000US3410770,"Morris Plains Borough School District, NJ",1.2,1.9,11.4,10.8,7.5,36,31.1,96.9,67.2,69.7,66.1,5.2,10.1,3.4,38.4,23.3,24.9,20.7,2.49,3.05,2575,61.9,9,21.9,5.4,1.8,86.9,4.5,0.5,7.5,0.2,6.5,18.4,144540,170400,165721,194259,17.4,38.2,17.4,29.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,94,226,-3.635622772545436,0.9722288560794251
2023-2024,NJ,Mount Arlington Public School District,NJ-273410,3410860,235 Howard Boulevard,NA,NA,Mount Arlington,07856,http://www.mtartlingtonk8.org,Yes,PK,08,9700000US3410860,"Mount Arlington Borough School District, NJ",2,1.4,26.2,19.8,9.9,27.9,12.8,96.6,40.6,70,68.5,2.5,13.7,3.2,32.8,19.3,31,17.3,2.42,3.08,2884,42.5,11.4,31.3,5.2,9.5,88.5,6.3,4.3,2.8,0,5.9,18.5,95431,116693,106779,129132,14.4,13.5,14.2,10.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,335,299,1.0713011070105602,2.117656650057029
2023-2024,NJ,Mt. Ephraim School District,NJ-073420,3410890,225 W. Kings Highway,NA,NA,Mt. Ephraim,08059,http://www.mtephraimschools.com,Yes,PK,08,9700000US3410890,"Mount Ephraim Borough School District, NJ",1.2,5,43.2,23,7.1,14.7,5.9,93.8,20.6,68.9,62.7,8.2,20.5,6.3,32.1,23.1,18.1,15.2,2.43,3.25,1993,41.5,9.2,25.2,16.1,8,92.9,0.8,0.7,0,0,11.5,20.1,81800,94726,93438,110973,11.5,11.9,11.2,7.7,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,411,448,3.266608376179133,1.5809055454349334
2023-2024,NJ,Mount Holly Township Public School District,NJ-053430,3410920,331 Levis Drive,NA,NA,Mt. Holly,08060,http://www.mtholly.k12.nj.us,Yes,PK,08,9500000US3410920,"Mount Holly Township School District, NJ",3,3.9,35.2,18.8,8.9,19.8,10.5,93.1,30.2,61.9,64,5.5,4.1,6.9,38.4,27.1,23.5,14.6,2.59,3.44,3919,38.9,14.9,26.3,8.2,11.8,65.1,30.4,1.1,4.7,0.1,7.3,21.3,81605,96667,96359,115060,13.1,12.9,9.5,8.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,371,208,2.9917191285463804,-0.05022408132151629
2023-2024,NJ,Mount Laurel Township School District,NJ-053440,3410950,330 Mount Laurel Road,NA,NA,Mount Laurel,08054,http://mtlaurelschools.org,Yes,PK,08,9500000US3410950,"Mount Laurel Township School District, NJ",2.1,1.8,19.1,16,6,33.4,21.7,96.1,55.1,68.2,61.7,3.4,8.3,5,42.7,23.3,20.8,20.1,2.37,2.95,19594,59,11.4,18.9,4.3,6.4,72.6,15,1,11.5,0.1,6.3,19.6,111272,149393,134842,175085,15.8,29.1,14.1,21.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,148,78,-1.5757744423317543,0.27842316754139484
2023-2024,NJ,Mountainside School District,NJ-393470,3411040,1497 Woodacres Drive,NA,NA,Mountainside,07092,http://www.mountainsideschools.org,Yes,PK,08,9700000US3411040,"Mountainside Borough School District, NJ",2.9,0.9,15,11.5,4.9,29.6,35.2,96.3,64.8,57.6,52.3,3.4,13.3,7.3,35.3,30.2,13.8,33.3,2.7,3.09,2588,59.3,4.8,26.8,4.5,4.6,87.4,2.6,0.4,12.4,0,8.5,24.1,162531,214930,201449,243547,5.5,51.3,4.3,46,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,33,365,-4.6097578847424,-1.1977480244141574
2023-2024,NJ,Mullica Township School District,NJ-013480,3411070,500 Elwood Road,NA,NA,Elwood,08217,http://www.mullicaschools.com,Yes,PK,08,9500000US3411070,"Mullica Township School District, NJ",3.1,6.1,35.4,24.8,9.1,14.8,6.7,90.8,21.6,71.8,67.7,4.2,2.5,4.3,41,29.7,22.5,24.7,2.66,3.26,2271,41.8,17.9,24.7,5.9,9.7,89.7,8.4,0.1,0.5,0,5.3,23.8,87679,117534,131250,141773,19.2,21.1,15.9,14.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,344,388,1.9853245470101109,0.7044112374998158
2023-2024,NJ,National Park Boro School District,NJ-153490,3411100,516 Lakehurst Avenue,NA,NA,National Park,08063,http://www.npelem.com,Yes,PK,06,9500000US3411100,"National Park Borough School District, NJ",0.9,6.9,42.1,21.4,10.8,13.2,4.7,92.2,17.9,65.7,61.3,7.2,1.9,4.3,41.9,33.2,18.7,18.1,2.87,3.17,1108,33.9,18.4,20.3,8.6,18.8,95,3.9,0.2,1.9,0,3.8,19.6,83125,103370,88929,110614,11.9,9.4,8.5,9.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,440,337,3.7807580607511526,0.8521721064320266
2023-2024,NJ,Neptune City School District,NJ-253500,3411130,210 West Sylvania Ave.,NA,NA,Neptune City,07753,http://www.neptunecityschool.org,Yes,PK,08,9700000US3411130,"Neptune City School District, NJ",0.7,2.1,23.7,34.4,7.1,20.5,11.6,97.3,32.1,76.6,84.7,6.8,0,2.1,27.1,27,43.7,8.3,2.04,2.57,2387,31.8,18.5,32.5,6.6,10.7,71.7,25.7,0,0.6,0,5.9,17.8,82009,94618,99894,113007,13.1,13.4,12.4,9.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,502,515,3.115033578539484,3.6675150842489717
2023-2024,NJ,Netcong School District,NJ-273520,3411190,26 College Road,NA,NA,Netcong,07857,http://www.netcongschool.org,Yes,PK,08,9500000US3411190,"Netcong Borough School District, NJ",4.8,4,27.8,18.7,7.5,30.6,6.6,91.2,37.2,70.6,63.7,2.1,12.4,9.2,29.1,20,29.3,10.9,1.86,2.49,1994,37.9,27.9,17.4,9.1,7.7,86.7,10,3.1,0.3,0,5,15.2,83125,101924,93371,98705,5.6,7.2,4.9,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,451,538,3.0924048612696975,2.4617595192374875
2023-2024,NJ,New Hanover Township,NJ-053540,3411250,122 Fort Dix Street,NA,NA,Wrightstown,08562,http://newhanover.k12.nj.us,Yes,PK,08,9700000US3411250,"New Hanover Township School District, NJ",4.6,4.4,36.4,22,6.9,17.5,8.2,91,25.7,72.1,66.3,4.6,8.5,1.1,39.4,26.1,25,16.3,2.47,3.03,459,29.7,19.7,20.8,13,16.9,71.5,19.7,1.2,3.3,0,9.8,22,85278,100994,96250,117535,13.5,15.3,9.9,10.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,389,105,3.7001461634603747,0.14874422156811118
2023-2024,NJ,North Caldwell School District,NJ-133630,3411520,132A Gould Avenue,NA,NA,North Caldwell,07006,http://www.ncboe.org,Yes,PK,06,9500000US3411520,"North Caldwell Borough School District, NJ",0,4.9,8.8,5.1,4.2,31.9,45.1,95.1,77,67.7,61,5.8,15.4,3,49.7,21,10.9,29.3,3,3.15,2335,65,12.2,20.3,1.1,1.5,89.7,1.7,1.4,8.8,0,2.5,24.5,215000,304168,237500,314816,11.9,52.9,10.9,50.7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8,156,-6.698899046410273,-2.5222189785079268
2023-2024,NJ,North Haledon School District,NJ-313640,3411550,201 Squaw Brook Rd.,NA,NA,North Haledon,07508,http://www.nhschools.net/nh,Yes,PK,08,9500000US3411550,"North Haledon Borough School District, NJ",6.1,4.6,30.1,19.9,2.1,25,12.3,89.4,37.2,60.4,51.7,6.4,6.4,1.7,36.3,13.5,42.1,27.7,2.78,3.09,3042,45.4,9.5,31.3,6.7,7.1,85.2,7.5,0.3,5.4,0.2,12.2,18.1,128472,164550,160572,180655,15.6,38.4,14.5,33.7,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,210,423,-0.2939252087119145,0.19953363164348192
2023-2024,NJ,North Hanover Township School District,NJ-053650,3411580,331 Monmouth Road,NA,NA,Wrightstown,08562,http://www.nhanover.com,Yes,PK,06,9500000US3411580,"North Hanover Township School District, NJ",8.9,7.5,31.3,17.4,6.6,20.6,7.9,83.7,28.4,59.9,54.6,6.5,18.4,7.9,46.7,11.8,15.1,18,2.64,3.11,1638,43.3,13.5,15.3,14.4,13.5,98.3,8.5,1.2,2.9,0,13.5,25.4,81078,105376,112390,122108,19.2,14.5,14.3,10.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,400,512,2.992309218428693,-0.859175999189366
2023-2024,NJ,North Wildwood School District,NJ-093680,3411670,1201 Atlantic Avenue,NA,NA,North Wildwood,08260,http://www.mmace.com,Yes,PK,08,9700000US3411670,"North Wildwood City School District, NJ",0.6,3.8,37.8,18.8,9.5,15.1,14.5,95.7,29.6,42.9,43.1,3,0,3.3,33.9,41.8,21,4.7,1.95,2.38,8590,32.6,21.1,34.6,6.2,5.5,96.7,3.9,4.1,3.7,0,2.1,9.2,81102,142219,89350,179663,9.3,20,7.7,15.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,507,534,2.435469537058581,4.9437070624559345
2023-2024,NJ,Northfield City School District,NJ-013720,3411790,2000 New Road,NA,NA,Northfield,08225,http://www.ncs-nj.org,Yes,PK,08,9500000US3411790,"Northfield City School District, NJ",2.4,4.4,22.7,15.8,10.4,28,16.4,93.2,44.4,65.1,61.5,5.8,2.2,6.8,40.3,21.8,28.9,24.7,2.62,3.16,3291,46.6,21.1,22.1,5.8,4.5,85.7,4.1,0.2,10.2,0,6.8,21,103977,137280,116641,162353,16.2,20.5,13.5,16.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,223,207,0.1747075110524145,0.7376614817339582
2023-2024,NJ,Northvale Public School District,NJ-033730,3411820,441 TAPPAN ROAD,NA,NA,NORTHVALE,07647,http://www.NORTHVALESCHOOL.ORG,No,KG,08,9500000US3411820,"Northvale Borough School District, NJ",3.3,1.3,21,13,4,40.4,16.9,95.4,57.3,61.8,51.4,4.1,7.4,1,41.6,29.7,20.2,35.9,2.93,3.1,1635,55.8,9.6,15.9,10.3,8.4,62.8,1.4,0.1,35.7,0,6.6,22.9,120278,161216,127206,172999,14.6,28.5,12.9,25.8,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,153,350,-2.5622647143826662,-1.5070456711529991
2023-2024,NJ,Norwood Public School District,NJ-033740,3411850,177 Summit Street,NA,NA,Norwood,07648,http://www.wearenorwood.org,Yes,PK,08,9500000US3411850,"Norwood Borough School District, NJ",1.3,2.4,20.4,11.7,5.3,36.1,22.9,96.4,59,60.5,55.3,2.5,4.3,3.4,45.1,27.4,19.8,30.1,2.79,3.41,2028,58.2,9.4,22.4,3.4,6.5,65.6,2.8,0.2,34.6,0,2.9,21.3,156630,177425,179500,218518,24.9,44,19.1,33.4,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,129,444,-4.280993975230446,-0.876429914166424
2023-2024,NJ,Oakland Public School District,NJ-033760,3411910,315 Ramapo Valley Road,NA,NA,Oakland,07436,http://www.oaklandschoolsnj.org,Yes,PK,08,9500000US3411910,"Oakland Borough School District, NJ",1.8,1.3,20.6,16.3,5.8,33.3,20.9,96.9,54.2,70.3,64.4,5.3,6.1,3.7,32.9,31.2,26.1,33.9,2.86,3.21,4705,55.9,10,23.3,5.5,5.3,92.5,1,0.4,4.9,0,8.3,22.6,162848,179284,175242,193057,21.8,40.2,20,35.3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,98,68,-3.453434630312773,0.3174057918956253
2023-2024,NJ,Ocean Gate School District,NJ-293800,3412030,126 West Arverne Avenue,NA,NA,Ocean Gate,08740,http://www.oceangateschool.net,Yes,PK,06,9500000US3412030,"Ocean Gate Borough School District, NJ",5.8,1.8,42.8,11.6,7.4,23.9,6.7,92.4,30.6,60,57.1,3.4,7.6,4.3,57.8,21.7,8.6,7.7,2.26,2.98,1242,37.1,17.8,22.1,10.9,12.1,98.8,1.7,0,5.6,0,0,18,67788,95009,82500,97310,2.5,7,4.4,4.6,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,407,339,3.0894604262982757,1.1658370205466886
2023-2024,NJ,Ocean Township School District,NJ-293820,3412090,64 Railroad Avenue,NA,NA,Waretown,08758,http://www.otsdk6.org,Yes,PK,06,9700000US3412090,"Ocean Township School District (Ocean County), NJ",1.7,3.1,31.7,22.6,7.6,20.8,12.5,95.2,33.3,53,53.5,7,1.8,1.2,40.1,31.6,25.3,8.2,2.45,2.72,4264,34.3,18.9,28.3,12.2,6.3,98.9,2.3,1.6,0.4,0,1.1,15.7,99688,122315,101827,126366,11.1,15.7,13.1,14.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,397,396,2.180121504591225,3.3963040581936195
2023-2024,NJ,Oceanport School District,NJ-253830,3412120,29 Wolf Hill Avenue,NA,NA,Oceanport,07757,http://oceanportschools.org,Yes,PK,08,9500000US3412120,"Oceanport Borough School District, NJ",1.3,1.7,15.4,20.3,8.7,33.8,19,97.1,52.8,61.7,54.6,6.9,7.1,5.1,35.8,27,25,16.5,2.3,3.09,3844,53,14.9,21.5,7.2,3.3,97.5,1.8,1,2.5,0,3,15.5,120345,170482,175455,228589,20.4,40.9,15.6,26.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,165,346,-1.9958761207172357,2.5762457341194422
2023-2024,NJ,Ogdensburg Borough School District,NJ-373840,3412150,100 Main Street,NA,NA,Ogdensburg,07439,http://www.obboe.org,Yes,PK,08,9500000US3412150,"Ogdensburg Borough School District, NJ",1.4,4.1,35,25.5,7.6,21.4,5.1,94.5,26.4,74.3,68.1,12.6,6.5,5.5,34.5,17.6,35.9,21.4,2.68,3.05,952,33.3,12.8,29.7,16.4,7.8,93.5,2.3,0.9,2.6,0,8.1,17,107569,122226,116161,122110,21.2,9.5,16.7,13.2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,447,358,2.624018544173876,2.380362981198025
2023-2024,NJ,Old Tappan Public School District,NJ-033850,3412180,277 Old Tappan Rd.,NA,NA,Old Tappan,07675,http://www.oldtappanschools.org,Yes,PK,08,9500000US3412180,"Old Tappan Borough School District, NJ",0.8,1.5,11.7,5.1,3.9,39.7,37.3,97.7,77,64.1,55.6,3.4,10.6,5.1,49.3,23.1,11.9,38.7,3.04,3.23,2030,72.4,5.9,17.3,2.6,1.8,62.4,1.6,1.2,37.1,0,1,25.3,195833,240759,201755,256548,13.5,54,13.3,48.7,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,53,169,-7.150172770243967,-3.1509059599403004
2023-2024,NJ,Oldmans Township School District,NJ-333860,3412210,10 FREED ROAD,NA,NA,PEDRICKTOWN,08067,http://WWW.OLDMANS.ORG,Yes,PK,08,9700000US3412210,"Oldmans Township School District, NJ",0.6,5,31.6,17.1,14.3,23.6,7.8,94.4,31.4,67.8,65.3,12.5,7.4,11.2,40.5,19.6,21.4,21.9,2.94,3.34,651,43.7,14,21.3,8.9,12.1,90.2,4.5,1.7,0,0,7.4,24.9,107222,132336,129306,146545,18.5,24.7,14.3,22.2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,354,459,1.4786360214009902,0.14551701744744439
2023-2024,NJ,Oradell Public School District,NJ-033870,3412240,350 Prospect Avenue,NA,NA,Oradell,07649,http://oradellschool.org,Yes,PK,06,9500000US3412240,"Oradell Borough School District, NJ",0.3,1.1,13.1,9.7,5,40.3,30.6,98.6,70.9,67.1,60.6,3.5,5.5,4.4,49.2,22.3,18.6,35.3,2.96,3.31,2780,61.4,8.5,20.9,3.7,5.5,84.1,2.2,0.4,14.1,0,5.3,25.4,196023,222473,231292,247130,12.7,57.2,11.1,49,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11,41,-6.002042925516531,-1.982073203706555
2023-2024,NJ,Oxford Township School District,NJ-413890,3412300,17 Kent Street,NA,NA,Oxford,07863,http://www.oxfordcentral.org,Yes,PK,08,9700000US3412300,"Oxford Township School District, NJ",1.1,4.6,45.7,14.5,7.4,21.2,5.5,94.3,26.7,73.1,71.6,6,7,0.8,35.6,35,21.5,19.5,2.38,2.71,1083,36.3,17.1,22,14.8,9.9,93.7,1.6,0.4,1.3,0.5,8.2,16.1,100399,115074,119375,125502,19.5,13,14,12.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,396,347,2.118444343656433,2.541559866125342
2023-2024,NJ,Long Hill Township School District,NJ-274000,3412660,759 Valley Road,NA,NA,Gillette,07933,http://www.longhill.org,Yes,PK,08,9500000US3412660,"Long Hill Township School District, NJ",2.2,0.8,15,10.8,7.7,37.6,25.8,96.9,63.4,66.3,63,7.2,13.3,7.4,38.4,25,15.9,31.4,2.99,3.29,2933,53.3,13.6,25.3,3.4,4.4,88.9,1.2,0.5,9.5,0.4,7,21.8,155785,221099,212772,246372,8.6,52.4,8.6,44.1,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,27,202,-4.137342038439583,-1.3078003727230119
2023-2024,NJ,Pohatcong Township School District,NJ-414200,3413260,240 Route 519,NA,NA,Phillipsburg,08865,http://www.pohatcong.org,Yes,PK,08,9700000US3413260,"Pohatcong Township School District, NJ",0,4.8,32.4,20.7,9.6,15.7,16.7,95.2,32.4,66.6,62.4,4.4,4.7,7.6,23.7,24.7,39.3,16.7,2.34,2.62,1455,37.9,18,16.5,15.5,12.1,96.1,2.6,0.1,0.9,0,8,15,98264,110197,122697,124054,14.8,13.7,11.2,10.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,449,400,2.279933515775282,3.503935600179412
2023-2024,NJ,Port Republic School District,NJ-014240,3413380,137 Pomona Avenue,NA,NA,Port Republic,08241,http://www.portnj.org,No,KG,08,9700000US3413380,"Port Republic City School District, NJ",0.1,2.3,29,15.9,17.1,22.8,12.7,97.6,35.5,59.5,55.2,4.8,4.2,5,52.5,22.5,15.8,16.6,2.24,2.46,464,49.7,13.4,18.5,13.8,4.5,98.9,0,2.3,1.9,0,0.3,12.3,128611,205014,168750,236921,12.9,39.3,10.4,33.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,347,492,-0.5941013532913014,3.5057384059213716
2023-2024,NJ,Prospect Park Public School District,NJ-314270,3413470,94 Brown Avenue,NA,NA,Prospect Park,07508,http://www.prospectparknj.com,Yes,PK,08,9500000US3413470,"Prospect Park Borough School District, NJ",6.5,6.9,44.2,15.2,4.2,14.7,8.4,86.6,23.1,64.8,59.5,9,8.1,2.1,39.1,30.3,20.4,16.5,3.33,3.79,2048,22.3,16,25,12.7,24,62.9,24.3,3.1,5.9,0,20.3,27.5,54271,84574,59167,91994,4.5,9.7,2.7,8.2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,495,463,5.650809973297835,-4.138569620833574
2023-2024,NJ,Quinton Township School District,NJ-334280,3413500,8 ROBINSON STREET,NA,NA,QUINTON,08072,http://www.quintonschool.info,Yes,PK,08,9700000US3413500,"Quinton Township School District, NJ",1.4,5.5,40.1,21.2,9.5,12.1,10.2,93.1,22.3,65,63.7,6.1,3.8,5.1,47.3,31.6,12.2,11.8,2.41,2.93,1167,33.2,22.5,26.8,8.8,8.8,82.3,16.1,0.8,1.4,0,0.9,18.7,80000,97504,90438,109855,14.3,11.4,12,9.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,429,302,3.537866198109792,1.8406010558982253
2023-2024,NJ,Readington Township School District,NJ-194350,3413710,52  Readington Road,NA,NA,Whitehouse Station,08889,http://www.readington.k12.nj.us,Yes,PK,08,9500000US3413710,"Readington Township School District, NJ",2.8,0.9,17.2,16.3,6.1,32.7,24.1,96.4,56.8,60.4,54.9,6.8,5.9,3.3,37.5,31.6,21.8,22.3,2.57,3.04,6456,64,5.3,19.2,7.5,4.1,93.6,1.2,0.3,5.9,0.1,7,19.6,141802,194889,172700,227363,13.2,41.6,13.6,32.5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,95,253,-3.235325578348659,0.7304080622945648
2023-2024,NJ,Red Bank Borough Public School District,NJ-254360,3413740,76 Branch Avenue,NA,NA,Red Bank,07701,http://www.rbb.k12.nj.us,Yes,PK,08,9500000US3413740,"Red Bank Borough School District, NJ",4.7,3.6,19.7,10.9,9.9,28.8,22.4,91.7,51.1,68.8,68.8,3.2,9.6,10.8,41.3,18.8,19.5,11.4,2.08,2.94,6387,54.4,15.1,18.2,5.4,6.9,77.4,13.1,2.6,1.2,0,14.8,21,89500,141796,114331,172517,13.9,25.3,10.9,20.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,253,373,0.25351617045711805,0.28399437879879397
